Frame,Time_sec,Pitch_rad,Yaw_rad,Pitch_deg,Yaw_deg,ScreenX,ScreenY,Distance_cm
0,0.0,0.015438879,-0.057325076,0.8845826,-3.2844849,1223,1027,87.5573
1,0.03333333333333333,0.008499745,-0.10153781,0.4869995,-5.8176875,1248,1268,87.5573
2,0.06666666666666667,0.005567072,-0.08388771,0.3189697,-4.8064117,1258,1189,90.576515
3,0.1,0.013177855,-0.079700954,0.7550354,-4.566528,1231,1148,87.5573
4,0.13333333333333333,-0.027042272,-0.0937233,-1.549408,-5.369949,1378,1237,87.5573
5,0.16666666666666666,0.023344738,-0.123118475,1.3375549,-7.0541687,1191,1400,90.36188
6,0.2,0.0933233,-0.11300086,5.3470306,-6.474472,926,1317,90.52271
7,0.23333333333333334,0.12078501,-0.060501162,6.920471,-3.466461,836,1022,87.5087
8,0.26666666666666666,0.06576117,-0.13764389,3.7678373,-7.8864136,1031,1439,90.36188
9,0.3,0.043418314,-0.09117358,2.487686,-5.223861,1116,1216,90.36188
10,0.3333333333333333,0.079059936,-0.06897215,4.5298004,-3.9518127,990,1074,87.36337
11,0.36666666666666664,0.100811034,-0.11069829,5.7760463,-6.3425446,897,1301,90.52271
12,0.4,0.19520813,-0.026457442,11.184602,-1.5158997,558,845,87.36337
13,0.43333333333333335,0.20748264,-0.004031227,11.887878,-0.23097228,485,739,90.36188
14,0.4666666666666667,0.22593434,-0.0045121936,12.945084,-0.25852963,443,740,87.122765
15,0.5,0.24034125,-0.015154718,13.770538,-0.86830133,355,791,90.36188
16,0.5333333333333333,0.21399619,-0.00028549088,12.261078,-0.016357422,459,721,90.36188
17,0.5666666666666667,0.22465922,0.00048203216,12.872025,0.027618406,417,717,90.36188
18,0.6,0.21451472,-0.004054929,12.290788,-0.2323303,487,738,87.122765
19,0.6333333333333333,0.18612434,-0.025970083,10.664139,-1.4879761,569,847,90.36188
20,0.6666666666666666,0.173873,-0.049508434,9.962189,-2.8366241,593,974,93.57299
21,0.7,0.21662153,-0.03520193,12.411499,-2.016922,475,883,87.5087
22,0.7333333333333333,0.1977035,0.01582983,11.327576,0.90698236,522,642,90.576515
23,0.7666666666666667,0.17401282,0.02410587,9.9702,1.3811646,591,595,93.751625
24,0.8,0.18139268,-0.05158836,10.393035,-2.955795,610,966,87.36337
25,0.8333333333333334,0.11545496,-0.025074195,6.6150813,-1.4366455,856,845,87.5087
26,0.8666666666666667,0.098603,-0.01803972,5.6495357,-1.0335997,918,811,87.5573
27,0.9,0.11743368,-0.039713323,6.728454,-2.2754056,834,925,90.52271
28,0.9333333333333333,0.08852322,-0.043740027,5.072006,-2.5061188,944,951,90.52271
29,0.9666666666666667,0.15640958,-0.015446334,8.961608,-0.8850097,683,797,90.52271
30,1.0,0.12889913,-0.03665149,7.3853755,-2.0999756,789,908,90.576515
31,1.0333333333333334,0.10631712,-0.060302492,6.0915217,-3.4550781,876,1034,90.52271
32,1.0666666666666667,0.15486601,-0.010643323,8.873168,-0.60981745,689,773,90.52271
33,1.1,0.110792294,-0.04163373,6.3479304,-2.3854368,859,936,90.52271
34,1.1333333333333333,0.13114285,-0.03940813,7.5139318,-2.2579193,763,929,93.751625
35,1.1666666666666667,0.1752701,-0.059328042,10.042236,-3.3992462,611,1014,90.36188
36,1.2,0.14322321,-0.07331123,8.206085,-4.2004237,734,1093,90.52271
37,1.2333333333333334,0.14435506,-0.10655628,8.270935,-6.105225,730,1263,90.52271
38,1.2666666666666666,0.15308063,-0.08536896,8.770873,-4.891281,697,1151,90.36188
39,1.3,0.16833575,-0.08158514,9.644928,-4.674484,637,1128,90.52271
40,1.3333333333333333,0.1620427,-0.10399377,9.284363,-5.958404,661,1243,90.52271
41,1.3666666666666667,0.10689449,-0.09578273,6.124603,-5.4879456,888,1203,87.36337
42,1.4,0.14122264,-0.038704786,8.091461,-2.2176208,743,916,90.36188
43,1.4333333333333333,0.09119196,-0.063872986,5.224914,-3.6596522,934,1057,90.52271
44,1.4666666666666666,0.12402662,-0.009879795,7.1062016,-0.5660705,808,770,90.52271
45,1.5,0.10536371,-0.11953545,6.0368958,-6.8488765,880,1345,90.36188
46,1.5333333333333334,0.11336359,-0.05069647,6.4952545,-2.9046936,849,983,90.52271
47,1.5666666666666667,0.11525309,-0.05181766,6.603515,-2.968933,843,988,90.36188
48,1.6,0.0953907,-0.04048218,5.465484,-2.3194578,918,932,90.52271
49,1.6333333333333333,0.086346075,-0.076100096,4.9472656,-4.360214,952,1123,90.52271
50,1.6666666666666667,0.10168322,-0.070341274,5.8260193,-4.0302577,894,1088,90.52271
51,1.7,0.106791966,-0.06125244,6.1187286,-3.5095062,888,1029,87.5573
52,1.7333333333333334,0.11657589,-0.044631384,6.679306,-2.5571897,837,951,90.576515
53,1.7666666666666666,0.093242325,-0.07622207,5.3423915,-4.3672028,927,1121,90.36188
54,1.8,0.08806168,-0.07094874,5.0455623,-4.0650635,946,1094,90.36188
55,1.8333333333333333,0.09351637,-0.06487328,5.3580933,-3.7169647,926,1061,90.36188
56,1.8666666666666667,0.10402946,-0.043912333,5.9604487,-2.5159912,886,949,90.36188
57,1.9,0.10688332,-0.07517598,6.123963,-4.307266,888,1098,87.36337
58,1.9333333333333333,0.085155375,-0.097718306,4.879043,-5.5988464,968,1220,87.36337
59,1.9666666666666666,0.052832857,-0.063113995,3.0270996,-3.6161654,1080,1061,90.52271
60,2.0,0.08709336,-0.074222036,4.990082,-4.2526093,949,1112,90.52271
61,2.033333333333333,0.115665086,-0.107097425,6.627121,-6.13623,840,1277,90.52271
62,2.066666666666667,0.07243372,-0.095259145,4.150146,-5.457947,1005,1229,90.52271
63,2.1,0.09973486,-0.09329,5.714386,-5.345123,901,1210,90.52271
64,2.1333333333333333,0.08243736,-0.09041246,4.7233124,-5.180252,967,1200,90.52271
65,2.1666666666666665,0.07878696,-0.09267721,4.51416,-5.310013,981,1213,90.52271
66,2.2,0.082537755,-0.09970556,4.729065,-5.7127075,967,1250,90.52271
67,2.2333333333333334,0.08297798,-0.09160795,4.7542877,-5.248749,965,1206,90.52271
68,2.2666666666666666,0.09709619,-0.06275367,5.5632014,-3.5955203,911,1049,90.52271
69,2.3,0.08908274,-0.0689583,5.104065,-3.9510193,942,1084,90.52271
70,2.3333333333333335,0.11396546,-0.09857451,6.5297394,-5.647903,847,1233,90.52271
71,2.3666666666666667,0.124455646,-0.07400632,7.1307826,-4.2402496,807,1101,90.52271
72,2.4,0.09000047,-0.060560286,5.156647,-3.4698486,926,1051,93.751625
73,2.433333333333333,0.09392517,-0.06098932,5.3815155,-3.4944305,911,1052,93.751625
74,2.466666666666667,0.07049148,-0.048613343,4.038864,-2.7853394,1003,989,93.751625
75,2.5,0.06410868,-0.044389572,3.6731565,-2.543335,1028,966,93.751625
76,2.533333333333333,0.07137219,-0.05582758,4.089325,-3.1986845,1000,1029,93.751625
77,2.566666666666667,0.10979815,-0.062944345,6.2909703,-3.606445,848,1059,93.751625
78,2.6,0.066126294,-0.042728823,3.7887573,-2.4481812,1020,957,93.751625
79,2.6333333333333333,0.0972954,-0.059202872,5.5746155,-3.3920746,897,1042,93.751625
80,2.6666666666666665,0.09619871,-0.0631566,5.51178,-3.6186063,902,1063,93.751625
81,2.7,0.092345916,-0.06144978,5.291031,-3.520813,917,1055,93.751625
82,2.7333333333333334,0.09297895,-0.06046175,5.327301,-3.464203,914,1049,93.751625
83,2.7666666666666666,0.036364403,-0.06653109,2.0835266,-3.8119507,1137,1097,93.751625
84,2.8,0.09392304,-0.012321382,5.3813934,-0.70596313,923,784,90.576515
85,2.8333333333333335,0.09752043,-0.031688154,5.587509,-1.8155974,909,886,90.576515
86,2.8666666666666667,0.09683094,-0.024801752,5.548004,-1.4210356,912,850,90.576515
87,2.9,0.08760842,-0.029534724,5.0195923,-1.692215,947,876,90.576515
88,2.933333333333333,0.09206441,-0.02345739,5.274902,-1.3440093,930,843,90.576515
89,2.966666666666667,0.08765102,-0.036945503,5.022033,-2.1168213,947,915,90.52271
90,3.0,0.10249389,-0.031864457,5.872467,-1.8256987,891,886,90.52271
91,3.033333333333333,0.12612624,-0.06272543,7.226501,-3.5939023,800,1043,90.52271
