Frame,Time_sec,Pitch_rad,Yaw_rad,Pitch_deg,Yaw_deg,ScreenX,ScreenY,Distance_cm
0,0.0,-0.21793713,0.034314565,-12.4868765,1.9660797,2558,385,138.24837
1,0.03333333333333333,-0.15601996,0.023364179,-8.939284,1.3386688,2238,488,145.92883
2,0.06666666666666667,-0.16092524,0.0068216873,-9.220337,0.39085388,2215,655,138.05728
3,0.1,-0.18007603,0.026269956,-10.317596,1.5051575,2329,469,138.05728
4,0.13333333333333333,-0.15109552,0.023349266,-8.657135,1.3378143,2207,489,145.92883
5,0.16666666666666666,-0.1767564,0.048330247,-10.127395,2.769119,2368,234,145.92883
6,0.2,-0.18682767,0.042806853,-10.704436,2.4526517,2432,287,145.92883
7,0.23333333333333334,-0.17480217,0.038083736,-10.015426,2.182037,2356,337,145.92883
8,0.26666666666666666,-0.17400002,0.053987604,-9.969466,3.0932617,2293,207,138.05728
9,0.3,-0.19067594,0.046663646,-10.924926,2.6736298,2392,272,138.05728
10,0.3333333333333333,-0.18779202,0.03436037,-10.759689,1.9687041,2320,407,131.17209
11,0.36666666666666664,-0.18395013,0.028778918,-10.539565,1.6489104,2352,445,138.05728
12,0.4,-0.17249641,0.04846873,-9.883316,2.7770536,2284,260,138.05728
13,0.43333333333333335,-0.17314196,0.039102394,-9.920302,2.240402,2345,328,145.92883
14,0.4666666666666667,-0.1705507,0.04665805,-9.771835,2.6733093,2327,253,145.70416
15,0.5,-0.18639971,0.027252393,-10.679916,1.561447,2367,459,138.05728
16,0.5333333333333333,-0.1768158,0.044340037,-10.130798,2.5404968,2255,321,130.68416
17,0.5666666666666667,-0.1881899,0.039111186,-10.782486,2.2409058,2319,365,130.68416
18,0.6,-0.19520384,0.041352503,-11.184356,2.3693237,2359,344,130.68416
19,0.6333333333333333,-0.18652967,0.04746179,-10.687362,2.71936,2428,241,145.70416
20,0.6666666666666666,-0.19392368,0.04808737,-11.111008,2.7552032,2475,232,145.70416
21,0.7,-0.18971509,0.051328436,-10.869873,2.9409025,2327,254,130.68416
22,0.7333333333333333,-0.19408426,0.047171243,-11.120208,2.702713,2476,242,145.70416
23,0.7666666666666667,-0.19370502,0.046192795,-11.098479,2.646652,2473,252,145.70416
24,0.8,-0.1820212,0.046138465,-10.429046,2.6435392,2399,255,145.70416
25,0.8333333333333334,-0.17640966,0.047808006,-10.107529,2.7391968,2364,240,145.70416
26,0.8666666666666667,-0.17859799,0.045880407,-10.23291,2.6287537,2316,285,137.48875
27,0.9,-0.17684802,0.048506286,-10.132645,2.7792053,2306,260,137.48875
28,0.9333333333333333,-0.17838092,0.04883519,-10.220473,2.79805,2315,257,137.48875
29,0.9666666666666667,-0.15826927,0.048445035,-9.068161,2.7756958,2155,286,131.33595
30,1.0,-0.153964,0.041592717,-8.821486,2.383087,2174,329,138.05728
31,1.0333333333333334,-0.14886752,0.04847992,-8.52948,2.7776945,2144,266,138.05728
32,1.0666666666666667,-0.1508481,0.041029725,-8.64296,2.35083,2113,354,131.33595
33,1.1,-0.15500823,0.039759133,-8.881317,2.2780304,2137,365,131.33595
34,1.1333333333333333,-0.15527934,0.037256025,-8.896851,2.1346128,2138,387,131.33595
35,1.1666666666666667,-0.15414056,0.039442748,-8.831603,2.259903,2177,349,138.24837
36,1.2,-0.14900734,0.014987739,-8.537491,0.85873413,2141,580,137.48875
37,1.2333333333333334,-0.16962527,0.013368802,-9.718811,0.7659759,2263,594,137.48875
38,1.2666666666666666,-0.17831089,0.001222391,-10.21646,0.07003784,2376,707,145.70416
39,1.3,-0.16996907,0.029459622,-9.738509,1.6879119,2324,425,145.70416
40,1.3333333333333333,-0.20348816,0.034812044,-11.659012,1.9945831,2535,365,145.70416
41,1.3666666666666667,-0.19944361,0.037416883,-11.427277,2.1438293,2509,339,145.70416
42,1.4,-0.19311382,0.02834296,-11.064606,1.6239319,2407,448,138.05728
43,1.4333333333333333,-0.19639935,0.03453454,-11.252853,1.9786832,2490,369,145.70416
44,1.4666666666666666,-0.16855334,0.031821314,-9.657394,1.8232269,2315,402,145.70416
45,1.5,-0.17734922,0.027114442,-10.161362,1.553543,2263,474,131.33595
46,1.5333333333333334,-0.17334409,0.03315343,-9.931884,1.8995515,2290,405,138.24837
47,1.5666666666666667,-0.1551246,0.039294943,-8.887984,2.2514343,2182,350,138.24837
48,1.6,-0.18667693,0.052928198,-10.6958,3.0325623,2370,213,138.24837
49,1.6333333333333333,-0.14469941,0.04555843,-8.290665,2.6103055,2121,294,138.24837
50,1.6666666666666667,-0.14428209,0.045224205,-8.266754,2.591156,2118,297,138.24837
51,1.7,-0.14242746,0.031238614,-8.160492,1.7898406,2107,428,138.24837
52,1.7333333333333334,-0.16350557,0.018580344,-9.368178,1.0645752,2232,544,138.24837
53,1.7666666666666666,-0.1707555,0.015580025,-9.783569,0.8926696,2275,572,138.24837
54,1.8,-0.17124313,0.016116653,-9.811508,0.92341614,2278,567,138.24837
55,1.8333333333333333,-0.14356463,0.026186863,-8.225647,1.5003966,2114,475,138.24837
56,1.8666666666666667,-0.13860156,0.03439233,-7.9412837,1.9705353,2085,400,138.24837
57,1.9,-0.18749693,0.047353934,-10.742783,2.7131805,2375,266,138.24837
58,1.9333333333333333,-0.20208973,0.042135205,-11.578888,2.4141693,2462,313,138.24837
59,1.9666666666666666,-0.206697,0.04246943,-11.842865,2.433319,2490,308,138.24837
60,2.0,-0.17838839,0.046223424,-10.2209015,2.648407,2320,279,138.24837
61,2.033333333333333,-0.18760027,0.049196843,-10.748703,2.8187714,2375,248,138.24837
62,2.066666666666667,-0.18486145,0.04789509,-10.591781,2.7441864,2359,261,138.24837
63,2.1,-0.19728164,0.048244227,-11.303405,2.7641904,2434,255,138.24837
64,2.1333333333333333,-0.20001112,0.050265837,-11.459792,2.8800201,2450,235,138.24837
65,2.1666666666666665,-0.1967152,0.04761253,-11.27095,2.7279968,2430,261,138.24837
66,2.2,-0.18986715,0.043130163,-10.878586,2.4711761,2389,306,138.24837
67,2.2333333333333334,-0.19802466,0.03962544,-11.345977,2.2703702,2438,338,138.24837
68,2.2666666666666666,-0.18758188,0.04746765,-10.747649,2.7196958,2375,265,138.24837
69,2.3,-0.19313058,0.049764894,-11.065567,2.8513181,2409,241,138.24837
70,2.3333333333333335,-0.19255908,0.051593684,-11.032822,2.9561002,2405,224,138.24837
71,2.3666666666666667,-0.1947647,0.050348658,-11.159195,2.8847654,2418,235,138.24837
72,2.4,-0.17465144,0.039199337,-10.00679,2.2459564,2298,347,138.24837
73,2.433333333333333,-0.16993524,0.039190013,-9.736571,2.2454221,2270,348,138.24837
74,2.466666666666667,-0.16741616,0.041887797,-9.592238,2.399994,2255,323,138.24837
75,2.5,-0.16890594,0.043157592,-9.677597,2.4727478,2264,311,138.24837
