time,x_cordinate,y_cordinate,Speed_X,Speed_Y
36.48,1485,1385,1,1
36.51,1486,1386,1,1
36.54,1487,1387,1,1
36.57,1488,1388,1,1
36.61,1489,1389,1,1
36.64,1490,1390,1,1
36.68,1491,1391,1,1
36.71,1492,1392,1,1
36.75,1493,1393,1,1
36.78,1494,1394,1,1
36.81,1495,1395,1,1
36.84,1496,1396,1,1
36.88,1497,1397,1,1
36.91,1498,1398,1,1
36.94,1499,1399,1,1
36.98,1500,1400,1,1
37.01,1501,1401,1,1
37.04,1502,1402,1,1
37.07,1503,1403,1,1
37.1,1504,1404,1,1
37.15,1505,1405,1,1
37.18,1506,1406,1,1
37.21,1507,1407,1,1
37.25,1508,1408,1,1
37.28,1509,1409,1,1
37.31,1510,1410,1,1
37.34,1511,1411,1,1
37.37,1512,1412,1,1
37.41,1513,1413,1,1
37.44,1514,1414,1,1
37.47,1515,1415,1,1
37.5,1516,1416,1,1
37.55,1517,1417,1,1
37.58,1518,1418,1,1
37.61,1519,1419,1,1
37.64,1520,1420,1,-1
37.68,1521,1419,1,-1
37.71,1522,1418,1,-1
37.74,1523,1417,1,-1
37.77,1524,1416,1,-1
37.81,1525,1415,1,-1
37.84,1526,1414,1,-1
37.87,1527,1413,1,-1
37.9,1528,1412,1,-1
37.95,1529,1411,1,-1
37.98,1530,1410,1,-1
38.01,1531,1409,1,-1
38.04,1532,1408,1,-1
38.08,1533,1407,1,-1
38.11,1534,1406,1,-1
38.14,1535,1405,1,-1
38.18,1536,1404,1,-1
38.21,1537,1403,1,-1
38.24,1538,1402,1,-1
38.27,1539,1401,1,-1
38.3,1540,1400,1,-1
38.35,1541,1399,1,-1
38.38,1542,1398,1,-1
38.41,1543,1397,1,-1
38.45,1544,1396,1,-1
38.48,1545,1395,1,-1
38.51,1546,1394,1,-1
38.54,1547,1393,1,-1
38.58,1548,1392,1,-1
38.61,1549,1391,1,-1
38.64,1550,1390,1,-1
38.68,1551,1389,1,-1
38.71,1552,1388,1,-1
38.75,1553,1387,1,-1
38.78,1554,1386,1,-1
38.81,1555,1385,1,-1
38.84,1556,1384,1,-1
38.88,1557,1383,1,-1
38.91,1558,1382,1,-1
38.95,1559,1381,1,-1
38.98,1560,1380,1,-1
39.01,1561,1379,1,-1
39.04,1562,1378,1,-1
39.07,1563,1377,1,-1
39.1,1564,1376,1,-1
39.15,1565,1375,1,-1
39.18,1566,1374,1,-1
39.21,1567,1373,1,-1
39.25,1568,1372,1,-1
39.28,1569,1371,1,-1
39.31,1570,1370,1,-1
39.35,1571,1369,1,-1
39.38,1572,1368,1,-1
39.41,1573,1367,1,-1
39.44,1574,1366,1,-1
39.48,1575,1365,1,-1
39.51,1576,1364,1,-1
39.55,1577,1363,1,-1
39.58,1578,1362,1,-1
39.61,1579,1361,1,-1
39.64,1580,1360,1,-1
39.68,1581,1359,1,-1
39.73,1582,1358,1,-1
39.75,1583,1357,1,-1
39.78,1584,1356,1,-1
39.82,1585,1355,1,-1
39.84,1586,1354,1,-1
39.87,1587,1353,1,-1
39.9,1588,1352,1,-1
39.95,1589,1351,1,-1
39.98,1590,1350,1,-1
40.01,1591,1349,1,-1
40.05,1592,1348,1,-1
40.08,1593,1347,1,-1
40.12,1594,1346,1,-1
40.15,1595,1345,1,-1
40.18,1596,1344,1,-1
40.21,1597,1343,1,-1
40.24,1598,1342,1,-1
40.28,1599,1341,1,-1
40.31,1600,1340,1,-1
40.35,1601,1339,1,-1
40.38,1602,1338,1,-1
40.41,1603,1337,1,-1
40.45,1604,1336,1,-1
40.48,1605,1335,1,-1
40.52,1606,1334,1,-1
40.55,1607,1333,1,-1
40.58,1608,1332,1,-1
40.61,1609,1331,1,-1
40.63,1610,1330,1,-1
40.67,1611,1329,1,-1
40.7,1612,1328,1,-1
40.75,1613,1327,1,-1
40.78,1614,1326,1,-1
40.82,1615,1325,1,-1
40.85,1616,1324,1,-1
40.88,1617,1323,1,-1
40.92,1618,1322,1,-1
40.94,1619,1321,1,-1
40.98,1620,1320,1,-1
41.01,1621,1319,1,-1
41.04,1622,1318,1,-1
41.07,1623,1317,1,-1
41.1,1624,1316,1,-1
41.15,1625,1315,1,-1
41.18,1626,1314,1,-1
41.22,1627,1313,1,-1
41.25,1628,1312,1,-1
41.28,1629,1311,1,-1
41.31,1630,1310,1,-1
41.35,1631,1309,1,-1
41.38,1632,1308,1,-1
41.41,1633,1307,1,-1
41.44,1634,1306,1,-1
41.47,1635,1305,1,-1
41.5,1636,1304,1,-1
41.55,1637,1303,1,-1
41.58,1638,1302,1,-1
41.61,1639,1301,1,-1
41.65,1640,1300,1,-1
41.68,1641,1299,1,-1
41.72,1642,1298,1,-1
41.75,1643,1297,1,-1
41.78,1644,1296,1,-1
41.81,1645,1295,1,-1
41.83,1646,1294,1,-1
41.87,1647,1293,1,-1
41.9,1648,1292,1,-1
41.95,1649,1291,1,-1
41.98,1650,1290,1,-1
42.02,1651,1289,1,-1
42.04,1652,1288,1,-1
42.08,1653,1287,1,-1
42.11,1654,1286,1,-1
42.15,1655,1285,1,-1
42.18,1656,1284,1,-1
42.21,1657,1283,1,-1
42.25,1658,1282,1,-1
42.28,1659,1281,1,-1
42.31,1660,1280,1,-1
42.35,1661,1279,1,-1
42.38,1662,1278,1,-1
42.42,1663,1277,1,-1
42.45,1664,1276,1,-1
42.48,1665,1275,1,-1
42.51,1666,1274,1,-1
42.55,1667,1273,1,-1
42.58,1668,1272,1,-1
42.61,1669,1271,1,-1
42.65,1670,1270,1,-1
42.67,1671,1269,1,-1
42.7,1672,1268,1,-1
42.75,1673,1267,1,-1
42.78,1674,1266,1,-1
42.82,1675,1265,1,-1
42.85,1676,1264,1,-1
42.9,1677,1263,1,-1
42.92,1678,1262,1,-1
42.95,1679,1261,1,-1
42.98,1680,1260,1,-1
43.01,1681,1259,1,-1
43.04,1682,1258,1,-1
43.07,1683,1257,1,-1
43.1,1684,1256,1,-1
43.15,1685,1255,1,-1
43.18,1686,1254,1,-1
43.22,1687,1253,1,-1
43.25,1688,1252,1,-1
43.28,1689,1251,1,-1
43.31,1690,1250,1,-1
43.35,1691,1249,1,-1
43.38,1692,1248,1,-1
43.41,1693,1247,1,-1
43.44,1694,1246,1,-1
43.47,1695,1245,1,-1
43.5,1696,1244,1,-1
43.55,1697,1243,1,-1
43.59,1698,1242,1,-1
43.62,1699,1241,1,-1
43.65,1700,1240,1,-1
43.68,1701,1239,1,-1
43.71,1702,1238,1,-1
43.75,1703,1237,1,-1
43.78,1704,1236,1,-1
43.81,1705,1235,1,-1
43.84,1706,1234,1,-1
43.87,1707,1233,1,-1
43.9,1708,1232,1,-1
43.95,1709,1231,1,-1
43.98,1710,1230,1,-1
44.02,1711,1229,1,-1
44.05,1712,1228,1,-1
44.08,1713,1227,1,-1
44.12,1714,1226,1,-1
44.14,1715,1225,1,-1
44.18,1716,1224,1,-1
44.2,1717,1223,1,-1
44.23,1718,1222,1,-1
44.27,1719,1221,1,-1
44.3,1720,1220,1,-1
44.35,1721,1219,1,-1
44.38,1722,1218,1,-1
44.41,1723,1217,1,-1
44.44,1724,1216,1,-1
44.48,1725,1215,1,-1
44.51,1726,1214,1,-1
44.54,1727,1213,1,-1
44.57,1728,1212,1,-1
44.6,1729,1211,1,-1
44.64,1730,1210,1,-1
44.67,1731,1209,1,-1
44.7,1732,1208,1,-1
44.75,1733,1207,1,-1
44.78,1734,1206,1,-1
44.81,1735,1205,1,-1
44.85,1736,1204,1,-1
44.88,1737,1203,1,-1
44.91,1738,1202,1,-1
44.94,1739,1201,1,-1
44.97,1740,1200,1,-1
45.0,1741,1199,1,-1
45.04,1742,1198,1,-1
45.07,1743,1197,1,-1
45.1,1744,1196,1,-1
45.15,1745,1195,1,-1
45.18,1746,1194,1,-1
45.22,1747,1193,1,-1
45.25,1748,1192,1,-1
45.28,1749,1191,1,-1
45.31,1750,1190,1,-1
45.34,1751,1189,1,-1
45.37,1752,1188,1,-1
45.4,1753,1187,1,-1
45.44,1754,1186,1,-1
45.47,1755,1185,1,-1
45.5,1756,1184,1,-1
45.55,1757,1183,1,-1
45.58,1758,1182,1,-1
45.62,1759,1181,1,-1
45.65,1760,1180,1,-1
45.68,1761,1179,1,-1
45.7,1762,1178,1,-1
45.74,1763,1177,1,-1
45.77,1764,1176,1,-1
45.8,1765,1175,1,-1
45.84,1766,1174,1,-1
45.87,1767,1173,1,-1
45.9,1768,1172,1,-1
45.95,1769,1171,1,-1
45.98,1770,1170,1,-1
46.01,1771,1169,1,-1
46.05,1772,1168,1,-1
46.08,1773,1167,1,-1
46.11,1774,1166,1,-1
46.15,1775,1165,1,-1
46.17,1776,1164,1,-1
46.2,1777,1163,1,-1
46.24,1778,1162,1,-1
46.27,1779,1161,1,-1
46.3,1780,1160,1,-1
46.35,1781,1159,1,-1
46.39,1782,1158,1,-1
46.42,1783,1157,1,-1
46.45,1784,1156,1,-1
46.49,1785,1155,1,-1
46.52,1786,1154,1,-1
46.55,1787,1153,1,-1
46.58,1788,1152,1,-1
46.61,1789,1151,1,-1
46.63,1790,1150,1,-1
46.67,1791,1149,1,-1
46.7,1792,1148,1,-1
46.75,1793,1147,1,-1
46.79,1794,1146,1,-1
46.82,1795,1145,1,-1
46.85,1796,1144,1,-1
46.89,1797,1143,1,-1
46.91,1798,1142,1,-1
46.94,1799,1141,1,-1
46.97,1800,1140,1,-1
47.0,1801,1139,1,-1
47.04,1802,1138,1,-1
47.07,1803,1137,1,-1
47.1,1804,1136,1,-1
47.16,1805,1135,1,-1
47.19,1806,1134,1,-1
47.22,1807,1133,1,-1
47.25,1808,1132,1,-1
47.28,1809,1131,1,-1
47.31,1810,1130,1,-1
47.34,1811,1129,1,-1
47.37,1812,1128,1,-1
47.4,1813,1127,1,-1
47.44,1814,1126,1,-1
47.47,1815,1125,1,-1
47.5,1816,1124,1,-1
47.55,1817,1123,1,-1
47.59,1818,1122,1,-1
47.62,1819,1121,1,-1
47.65,1820,1120,1,-1
47.68,1821,1119,1,-1
47.72,1822,1118,1,-1
47.75,1823,1117,1,-1
47.78,1824,1116,1,-1
47.81,1825,1115,1,-1
47.84,1826,1114,1,-1
47.87,1827,1113,1,-1
47.9,1828,1112,1,-1
47.96,1829,1111,1,-1
47.99,1830,1110,1,-1
48.02,1831,1109,1,-1
48.04,1832,1108,1,-1
48.08,1833,1107,1,-1
48.12,1834,1106,1,-1
48.15,1835,1105,1,-1
48.18,1836,1104,1,-1
48.2,1837,1103,1,-1
48.24,1838,1102,1,-1
48.27,1839,1101,1,-1
48.3,1840,1100,1,-1
48.35,1841,1099,1,-1
48.39,1842,1098,1,-1
48.42,1843,1097,1,-1
48.45,1844,1096,1,-1
48.48,1845,1095,1,-1
48.51,1846,1094,1,-1
48.54,1847,1093,1,-1
48.57,1848,1092,1,-1
48.61,1849,1091,1,-1
48.64,1850,1090,1,-1
48.67,1851,1089,1,-1
48.7,1852,1088,1,-1
48.75,1853,1087,1,-1
48.79,1854,1086,1,-1
48.82,1855,1085,1,-1
48.85,1856,1084,1,-1
48.89,1857,1083,1,-1
48.91,1858,1082,1,-1
48.94,1859,1081,1,-1
48.97,1860,1080,1,-1
49.0,1861,1079,1,-1
49.04,1862,1078,1,-1
49.07,1863,1077,1,-1
49.1,1864,1076,1,-1
49.16,1865,1075,1,-1
49.19,1866,1074,1,-1
49.22,1867,1073,1,-1
49.25,1868,1072,1,-1
49.27,1869,1071,1,-1
49.31,1870,1070,1,-1
49.34,1871,1069,1,-1
49.37,1872,1068,1,-1
49.41,1873,1067,1,-1
49.44,1874,1066,1,-1
49.47,1875,1065,1,-1
49.51,1876,1064,1,-1
49.56,1877,1063,1,-1
49.59,1878,1062,1,-1
49.62,1879,1061,1,-1
49.65,1880,1060,1,-1
49.69,1881,1059,1,-1
49.72,1882,1058,1,-1
49.74,1883,1057,1,-1
49.77,1884,1056,1,-1
49.8,1885,1055,1,-1
49.84,1886,1054,1,-1
49.87,1887,1053,1,-1
49.9,1888,1052,1,-1
49.95,1889,1051,1,-1
49.99,1890,1050,1,-1
