Frame,Time,GameX,GameY,Speed_X,Speed_Y
1,0.12,2460.0,0.0,100,100
2,0.15,2460.0,0.0,100,100
3,0.18,2460.0,0.0,100,100
4,0.21,2460.0,0.0,100,100
5,0.24,2460.0,0.0,100,100
6,0.27,2460.0,0.0,100,100
7,0.31,2460.0,0.0,100,100
8,0.34,2460.0,0.0,100,100
9,0.37,2460.0,0.0,100,100
10,0.4,2460.0,0.0,100,100
11,0.43,2460.0,0.0,100,100
12,0.46,2460.0,0.0,100,100
13,0.51,2460.0,0.0,100,100
14,0.54,2460.0,0.0,100,100
15,0.58,2460.0,0.0,100,100
16,0.61,2460.0,0.0,100,100
17,0.64,2460.0,0.0,100,100
18,0.67,2460.0,0.0,100,100
19,0.7,2460.0,0.0,100,100
20,0.73,2460.0,0.0,100,100
21,0.76,2460.0,0.0,100,100
22,0.8,2460.0,0.0,100,100
23,0.83,2460.0,0.0,100,100
24,0.86,2460.0,0.0,100,100
25,0.91,2460.0,0.0,100,100
26,0.94,2460.0,0.0,100,100
27,0.97,2460.0,0.0,100,100
28,1.01,2460.0,0.0,100,100
29,1.04,2370.70295077634,45.01152074688539,100,100
30,1.07,2370.70295077634,45.01152074688539,100,100
31,1.1,2370.70295077634,45.01152074688539,100,100
32,1.14,2370.70295077634,45.01152074688539,100,100
33,1.17,2370.70295077634,45.01152074688539,100,100
34,1.2,2370.70295077634,45.01152074688539,100,100
35,1.23,2370.70295077634,45.01152074688539,100,100
36,1.26,2370.70295077634,45.01152074688539,100,100
37,1.31,2370.70295077634,45.01152074688539,100,100
38,1.34,2370.70295077634,45.01152074688539,100,100
39,1.37,2370.70295077634,45.01152074688539,100,100
40,1.41,2370.70295077634,45.01152074688539,100,100
41,1.44,2370.70295077634,45.01152074688539,100,100
42,1.47,2370.70295077634,45.01152074688539,100,100
43,1.5,2370.70295077634,45.01152074688539,100,100
44,1.54,2370.70295077634,45.01152074688539,100,100
45,1.57,2370.70295077634,45.01152074688539,100,100
46,1.6,2370.70295077634,45.01152074688539,100,100
47,1.63,2370.70295077634,45.01152074688539,100,100
48,1.67,2370.70295077634,45.01152074688539,100,100
49,1.71,2370.70295077634,45.01152074688539,100,100
50,1.74,2370.70295077634,45.01152074688539,100,100
51,1.78,2370.70295077634,45.01152074688539,100,100
52,1.81,2370.70295077634,45.01152074688539,100,100
53,1.84,2370.70295077634,45.01152074688539,100,100
54,1.87,2370.70295077634,45.01152074688539,100,100
55,1.9,2370.70295077634,45.01152074688539,100,100
56,1.93,2370.70295077634,45.01152074688539,100,100
57,1.96,2370.70295077634,45.01152074688539,100,100
58,2.0,2370.70295077634,45.01152074688539,100,100
59,2.03,2281.4059015526805,90.02304149377078,100,100
60,2.07,2281.4059015526805,90.02304149377078,100,100
61,2.12,2281.4059015526805,90.02304149377078,100,100
62,2.14,2281.4059015526805,90.02304149377078,100,100
63,2.18,2281.4059015526805,90.02304149377078,100,100
64,2.21,2281.4059015526805,90.02304149377078,100,100
65,2.24,2281.4059015526805,90.02304149377078,100,100
66,2.27,2281.4059015526805,90.02304149377078,100,100
67,2.3,2281.4059015526805,90.02304149377078,100,100
68,2.33,2281.4059015526805,90.02304149377078,100,100
69,2.37,2281.4059015526805,90.02304149377078,100,100
70,2.4,2281.4059015526805,90.02304149377078,100,100
71,2.43,2281.4059015526805,90.02304149377078,100,100
72,2.46,2281.4059015526805,90.02304149377078,100,100
73,2.51,2281.4059015526805,90.02304149377078,100,100
74,2.54,2281.4059015526805,90.02304149377078,100,100
75,2.58,2281.4059015526805,90.02304149377078,100,100
76,2.61,2281.4059015526805,90.02304149377078,100,100
77,2.64,2281.4059015526805,90.02304149377078,100,100
78,2.67,2281.4059015526805,90.02304149377078,100,100
79,2.7,2281.4059015526805,90.02304149377078,100,100
80,2.73,2281.4059015526805,90.02304149377078,100,100
81,2.77,2281.4059015526805,90.02304149377078,100,100
82,2.8,2281.4059015526805,90.02304149377078,100,100
83,2.83,2281.4059015526805,90.02304149377078,100,100
84,2.86,2281.4059015526805,90.02304149377078,100,100
85,2.91,2281.4059015526805,90.02304149377078,100,100
86,2.94,2281.4059015526805,90.02304149377078,100,100
87,2.97,2281.4059015526805,90.02304149377078,100,100
88,3.01,2281.4059015526805,90.02304149377078,100,100
89,3.04,2192.108852329021,135.03456224065616,100,100
90,3.07,2192.108852329021,135.03456224065616,100,100
91,3.1,2192.108852329021,135.03456224065616,100,100
92,3.13,2192.108852329021,135.03456224065616,100,100
93,3.17,2192.108852329021,135.03456224065616,100,100
94,3.2,2192.108852329021,135.03456224065616,100,100
95,3.23,2192.108852329021,135.03456224065616,100,100
96,3.27,2192.108852329021,135.03456224065616,100,100
97,3.31,2192.108852329021,135.03456224065616,100,100
98,3.34,2192.108852329021,135.03456224065616,100,100
99,3.38,2192.108852329021,135.03456224065616,100,100
100,3.41,2192.108852329021,135.03456224065616,100,100
101,3.44,2192.108852329021,135.03456224065616,100,100
102,3.47,2192.108852329021,135.03456224065616,100,100
103,3.5,2192.108852329021,135.03456224065616,100,100
104,3.53,2192.108852329021,135.03456224065616,100,100
105,3.57,2192.108852329021,135.03456224065616,100,100
106,3.6,2192.108852329021,135.03456224065616,100,100
107,3.63,2192.108852329021,135.03456224065616,100,100
108,3.67,2192.108852329021,135.03456224065616,100,100
109,3.71,2192.108852329021,135.03456224065616,100,100
110,3.74,2192.108852329021,135.03456224065616,100,100
111,3.77,2192.108852329021,135.03456224065616,100,100
112,3.8,2192.108852329021,135.03456224065616,100,100
113,3.84,2192.108852329021,135.03456224065616,100,100
