Frame,Time,Pitch(rad),Yaw(rad),Pitch(deg),Yaw(deg),ScreenX,ScreenY,Distance(cm)
346,17.3,0.08348611,0.06132328,4.7834015,3.513565,797,386,138.05728
347,17.35,0.08513114,0.056852896,4.8776546,3.2574308,787,410,138.05728
348,17.4,0.071945295,0.07116739,4.1221614,4.0775905,864,332,138.05728
349,17.45,0.060540847,0.0762455,3.4687347,4.368545,930,305,138.05728
350,17.5,0.06355474,0.06645866,3.6414182,3.8078003,913,358,138.05728
351,17.55,0.06471508,0.058957327,3.7079008,3.3780057,906,399,138.05728
352,17.6,0.0692808,0.063941166,3.9694974,3.6635587,879,372,138.05728
353,17.65,0.069812104,0.061487596,3.9999387,3.5229795,876,385,138.05728
354,17.7,0.07100254,0.058880094,4.0681458,3.3735807,869,399,138.05728
355,17.75,0.065771826,0.06333051,3.7684479,3.6285706,900,375,138.05728
356,17.8,0.06920011,0.059681706,3.9648743,3.4195096,880,395,138.05728
357,17.85,0.062243935,0.06993381,3.5663145,4.0069118,920,339,138.05728
358,17.9,0.045022603,0.0663753,2.579605,3.8030243,1020,358,138.05728
359,17.95,0.07894568,0.064394705,4.523254,3.6895447,823,369,138.05728
360,18.0,0.08443846,0.03665575,4.837967,2.1002197,1279,719,0.0
361,18.05,0.09882086,0.065684475,5.662018,3.763443,708,362,138.05728
362,18.1,0.074104324,0.036824327,4.245865,2.1098783,851,519,138.24837
363,18.15,0.06079997,0.037666418,3.4835815,2.1581266,928,515,138.24837
364,18.2,0.08707312,0.06835589,4.9889216,3.9165037,776,347,138.24837
365,18.25,0.07019933,0.0505966,4.0221252,2.8989713,1279,719,0.0
366,18.3,0.07996408,0.044895038,4.581604,2.5722961,1279,719,0.0
367,18.35,0.071444094,0.08797646,4.093445,5.04068,867,240,138.05728
368,18.4,0.065177135,0.093347,3.7343745,5.3483887,903,211,138.05728
369,18.45,0.0629779,0.038451787,3.608368,2.203125,916,511,138.05728
370,18.5,0.079221055,0.0375314,4.539032,2.1503906,796,504,145.92883
371,18.55,0.062054317,0.060075857,3.5554502,3.442093,921,393,138.05728
372,18.6,0.05377215,0.09715266,3.0809171,5.566437,969,190,138.05728
373,18.65,0.10328405,0.08103653,5.91774,4.643051,682,278,138.05728
374,18.7,0.063062325,0.049896456,3.613205,2.8588562,917,449,137.48875
375,18.75,0.10436715,0.08385283,5.979797,4.804413,676,263,138.05728
376,18.8,0.079261534,0.08184853,4.5413513,4.689575,796,249,145.70416
377,18.85,0.0813183,0.07973478,4.659195,4.568466,809,285,138.24837
378,18.9,0.087283775,0.07522205,5.000992,4.309906,774,310,138.24837
379,18.95,0.08062055,0.055997487,4.619217,3.2084196,788,398,145.70416
380,19.0,0.07582499,0.049292184,4.344452,2.824234,841,451,138.24837
381,19.05,0.08429278,0.07272081,4.82962,4.1665955,792,323,138.24837
382,19.1,0.063201606,0.06767359,3.621185,3.8774107,894,331,145.70416
383,19.15,0.07079721,0.09307109,4.056381,5.33258,870,212,138.24837
384,19.2,0.12348333,0.08822227,7.0750732,5.054764,563,238,138.24837
385,19.25,0.08604727,0.09528205,4.9301453,5.459259,781,200,138.24837
386,19.3,0.1014976,0.08422833,5.815384,4.8259277,692,261,138.05728
387,19.35,0.1059219,0.081181675,6.0688777,4.651367,667,278,138.05728
388,19.4,0.06183567,0.0995511,3.5429227,5.7038574,923,177,138.05728
