Frame,Time,Pitch(rad),Yaw(rad),Pitch(deg),Yaw(deg),ScreenX,ScreenY,Distance(cm)
325,16.25,-0.17642137,-0.022217955,-10.108199,-1.272995,2364,847,145.70416
326,16.3,-0.14184582,0.00356038,-8.127167,0.20399474,2103,700,138.05728
327,16.35,-0.14047803,0.010615894,-8.048798,0.60824585,2095,662,138.05728
328,16.4,-0.14992426,0.026638005,-8.590027,1.5262451,2150,575,138.05728
329,16.45,-0.14050785,-0.009610816,-8.050507,-0.5506592,2092,771,137.48875
330,16.5,-0.13058837,0.0007046724,-7.482162,0.040374752,2034,716,137.48875
331,16.55,-0.16195108,0.024798825,-9.279113,1.4208679,2221,585,138.05728
332,16.6,-0.15788685,0.010536797,-9.046249,0.603714,2197,662,138.05728
333,16.65,-0.14299418,0.02022005,-8.192963,1.1585234,2156,604,145.70416
334,16.7,-0.17564906,0.0032653022,-10.06395,0.18708803,2359,701,145.70416
335,16.75,-0.18171734,0.01783226,-10.411635,1.0217133,2339,623,138.05728
336,16.8,-0.1796217,0.037795585,-10.291565,2.1655273,2322,515,137.48875
337,16.85,-0.17562962,-0.009408415,-10.062835,-0.53906244,2354,773,145.03629
338,16.9,-0.1809831,-0.013216204,-10.369567,-0.75723267,2388,795,145.03629
339,16.95,-0.17897642,-0.014688399,-10.254593,-0.8415832,2318,799,137.48875
340,17.0,-0.18779308,-0.016714532,-10.75975,-0.95767206,2371,810,137.48875
341,17.05,-0.19455484,-0.014654843,-11.14717,-0.83966064,2411,799,137.48875
342,17.1,-0.19510745,-0.022473352,-11.178833,-1.2876282,2476,848,145.03629
343,17.15,-0.18460208,-0.010510698,-10.57692,-0.6022186,2352,776,137.48875
344,17.2,-0.19224562,-0.016889235,-11.014862,-0.9676818,2458,816,145.03629
345,17.25,-0.19960713,-0.027007384,-11.4366455,-1.547409,2505,874,145.03629
346,17.3,-0.18871479,-0.024363931,-10.81256,-1.3959503,2381,852,138.05728
347,17.35,-0.18870866,-0.019046396,-10.812209,-1.0912781,2381,823,138.05728
348,17.4,-0.18998034,0.024232369,-10.885071,1.3884124,2388,588,138.05728
349,17.45,-0.17924193,-0.0055654743,-10.269805,-0.31887817,2320,750,137.48875
350,17.5,-0.18130349,-0.0137405805,-10.387924,-0.7872772,2390,798,145.03629
351,17.55,-0.16792883,-0.03828028,-9.621613,-2.1932983,2306,938,145.03629
352,17.6,-0.16998293,-0.037603304,-9.739304,-2.1545105,2265,923,137.48875
353,17.65,-0.17633669,-0.032589104,-10.103348,-1.867218,2256,888,131.17209
354,17.7,-0.18760611,-0.015955,-10.749038,-0.91415405,2370,806,137.48875
355,17.75,-0.1825541,-0.037427,-10.4595785,-2.1444092,2339,922,137.48875
356,17.8,-0.17545971,-0.05415751,-10.053101,-3.1029966,2297,1013,137.48875
357,17.85,-0.18855421,-0.016162992,-10.80336,-0.92607117,2375,807,137.48875
358,17.9,-0.18707828,-0.015492408,-10.718796,-0.88764954,2366,803,137.48875
359,17.95,-0.18944077,-0.006193714,-10.8541565,-0.35487366,2380,753,137.48875
360,18.0,-0.15069231,-0.058232147,-8.634033,-3.336456,2151,1035,137.48875
361,18.05,-0.15275972,-0.04715553,-8.752486,-2.7018127,2163,975,137.48875
362,18.1,-0.15761201,-0.05106292,-9.030502,-2.9256897,2192,996,137.48875
363,18.15,-0.16365844,-0.054181214,-9.376937,-3.1043549,2228,1013,137.48875
364,18.2,-0.15851109,-0.05952032,-9.082016,-3.4102628,2197,1042,137.48875
365,18.25,-0.14575374,-0.0625273,-8.351074,-3.58255,2122,1058,137.48875
366,18.3,-0.15396507,-0.07359832,-8.821548,-4.2168727,2171,1118,137.48875
367,18.35,-0.16124082,-0.071467794,-9.238418,-4.094803,2213,1107,137.48875
368,18.4,-0.16640256,-0.046386406,-9.534164,-2.6577451,2244,971,137.48875
369,18.45,-0.16360678,-0.049018674,-9.373978,-2.808563,2227,985,137.48875
370,18.5,-0.17201678,-0.026568227,-9.855835,-1.5222472,2277,863,137.48875
371,18.55,-0.16904868,-0.024619328,-9.685776,-1.4105835,2259,853,137.48875
372,18.6,-0.16036358,-0.039654203,-9.188156,-2.2720184,2208,934,137.48875
373,18.65,-0.1540218,-0.035644546,-8.824799,-2.0422819,2171,912,137.48875
374,18.7,-0.15506895,-0.0256015,-8.884796,-1.4668579,2177,858,137.48875
375,18.75,-0.15682477,-0.022661107,-8.985396,-1.2983857,2187,842,137.48875
376,18.8,-0.16856265,-0.026668895,-9.6579275,-1.528015,2257,864,137.48875
377,18.85,-0.16238812,-0.032711342,-9.304153,-1.8742217,2220,897,137.48875
378,18.9,-0.15703464,-0.024731446,-8.997421,-1.4170074,2189,853,137.48875
379,18.95,-0.17501204,-0.060913153,-10.027451,-3.4900663,2295,1049,137.48875
380,19.0,-0.17146443,-0.05150687,-9.824187,-2.951126,2274,998,137.48875
381,19.05,-0.15830204,-0.055361796,-9.070038,-3.171997,2196,1019,137.48875
382,19.1,-0.14910986,-0.04189925,-8.543365,-2.40065,2142,946,137.48875
383,19.15,-0.1418783,-0.05691335,-8.129027,-3.2608945,2103,1029,138.05728
384,19.2,-0.14044847,-0.0074874777,-8.047104,-0.42900085,2095,760,138.05728
385,19.25,-0.15805702,-0.055337563,-9.056,-3.1706088,2198,1020,138.05728
386,19.3,-0.16318308,-0.035594746,-9.349701,-2.0394287,2229,913,138.05728
387,19.35,-0.15776354,-0.018378742,-9.039185,-1.0530243,2243,824,145.03629
388,19.4,-0.123278536,-0.032343026,-7.063339,-1.8531188,2033,905,145.70416
