Frame,Time_sec,Pitch_rad,Yaw_rad,Pitch_deg,Yaw_deg,ScreenX,ScreenY,Distance_cm
0,0.0,-0.09041832,-0.20126735,-5.180588,-11.531769,1941,1439,174.72675
1,0.03333333333333333,-0.050633617,-0.20531188,-2.9010923,-11.763503,1626,1439,163.85023
2,0.06666666666666667,-0.020271717,-0.12861657,-1.1614838,-7.3691864,1418,1439,163.85023
3,0.1,-0.03691887,-0.15867859,-2.1152954,-9.091613,1549,1439,174.72675
4,0.13333333333333333,-0.03458674,-0.1904075,-1.9816741,-10.909546,1530,1439,173.57848
5,0.16666666666666666,-0.035310853,-0.15203694,-2.0231628,-8.711074,1537,1439,174.72675
6,0.2,-0.046547,-0.18952148,-2.6669464,-10.85878,1619,1439,174.72675
7,0.23333333333333334,-0.070730634,-0.24652803,-4.0525665,-14.125015,1796,1439,174.72675
8,0.26666666666666666,0.022941004,-0.11184371,1.3144226,-6.408172,1122,1439,163.85023
9,0.3,0.048661545,-0.06706266,2.788101,-3.8424072,924,1181,174.72675
10,0.3333333333333333,0.034882884,-0.1379672,1.998642,-7.9049377,1040,1439,164.16994
11,0.36666666666666664,0.057844125,-0.08893653,3.314224,-5.0956874,856,1334,175.1146
12,0.4,0.03812262,-0.12185614,2.1842651,-6.981842,1018,1439,164.16994
13,0.43333333333333335,0.038876828,-0.09317842,2.227478,-5.33873,995,1363,175.1146
14,0.4666666666666667,0.06031394,-0.10790409,3.455734,-6.182449,838,1439,175.1146
15,0.5,0.07070693,-0.116076544,4.051208,-6.650696,763,1439,174.72675
16,0.5333333333333333,0.06515823,-0.17467754,3.7332916,-10.008285,802,1439,175.1146
17,0.5666666666666667,0.11999725,-0.4242461,6.8753357,-24.30751,400,1439,174.72675
18,0.6,-0.14017096,-0.54682106,-8.031204,-31.330538,2309,1439,174.72675
19,0.6333333333333333,-0.19032095,-0.5993074,-10.904587,-34.337784,2559,1439,175.1146
20,0.6666666666666666,0.1560916,-0.5536893,8.94339,-31.724058,129,1439,175.1146
21,0.7,0.09545356,-0.32466492,5.4690857,-18.601929,579,1439,175.1146
