Frame,Time_sec,Pitch_rad,Yaw_rad,Pitch_deg,Yaw_deg,ScreenX,ScreenY,Distance_cm
0,0.0,0.009933591,0.036338035,0.5691528,2.082016,1222,523,137.48875
1,0.05,-0.0077290265,0.033013877,-0.44284058,1.8915557,1324,541,137.48875
2,0.1,-0.014252174,0.034786478,-0.81658936,1.9931183,1361,531,137.48875
3,0.15,-0.012522183,0.036713276,-0.7174682,2.1035156,1351,521,137.48875
4,0.2,-0.014305437,0.03491351,-0.8196411,2.0003967,1362,531,137.48875
5,0.25,-0.03800837,0.017872207,-2.177719,1.024002,1498,623,137.48875
6,0.3,-0.0123299025,0.05541346,-0.70645136,3.174957,1351,418,138.05728
7,0.35,-0.0019885825,0.056414012,-0.11393738,3.2322845,1291,413,138.05728
8,0.4,0.02183446,0.03206659,1.2510223,1.8372803,1147,536,145.70416
9,0.45,0.03722913,-0.0022924491,2.133072,-0.13134766,1065,732,138.05728
10,0.5,0.04193254,0.0055726646,2.4025574,0.31929013,1038,689,138.05728
11,0.55,0.051176637,0.0016037556,2.9322052,0.09188843,987,711,136.55663
12,0.6,0.09291902,0.015391473,5.3238673,0.8818664,742,636,138.05728
13,0.65,0.09081992,-0.019957729,5.2035975,-1.1434935,754,828,138.05728
14,0.7,0.10267498,-0.018605378,5.882843,-1.0660095,653,826,145.70416
15,0.75,0.110330775,-0.018491926,6.3214874,-1.0595093,643,820,137.48875
16,0.8,0.10677679,-0.01729004,6.117859,-0.9906463,630,818,145.03629
17,0.85,0.10143288,0.00088044105,5.8116755,0.050445553,695,715,137.48875
18,0.9,0.09687142,0.0031372036,5.5503235,0.17974852,691,702,145.03629
19,0.95,0.095450886,0.009759686,5.4689326,0.5591888,700,664,145.03629
20,1.0,0.12112909,0.03657772,6.940185,2.095749,578,521,138.05728
21,1.05,0.090401,0.028375983,5.1795955,1.625824,757,565,138.05728
22,1.1,0.08587363,0.03255395,4.9201965,1.8652037,756,533,145.70416
23,1.15,0.08778738,0.0036543899,5.029846,0.2093811,772,700,138.05728
24,1.2,0.07122491,-0.016242087,4.080887,-0.93060297,868,808,138.05728
25,1.25,0.071652345,0.008222776,4.1053767,0.47113037,866,675,138.05728
26,1.3,0.06841874,-0.00045806373,3.920105,-0.026245117,884,722,138.05728
27,1.35,0.06952768,0.0099487705,3.9836423,0.5700225,878,665,138.05728
28,1.4,0.07854115,0.0033475936,4.5000763,0.19180298,826,701,138.05728
29,1.45,0.07035113,0.005230981,4.0308228,0.2997131,873,691,138.05728
30,1.5,0.07429687,0.0012277173,4.256897,0.07034301,850,713,138.05728
31,1.55,0.077200785,0.00802517,4.423279,0.45980835,835,676,137.48875
32,1.6,0.074819386,0.00712076,4.2868347,0.40798947,849,681,137.48875
33,1.65,0.07070613,0.0035388086,4.0511627,0.20275879,873,700,137.48875
34,1.7,0.061381068,0.023839554,3.516876,1.3659058,927,591,137.48875
35,1.75,0.059808742,0.024727186,3.4267883,1.4167633,936,586,137.48875
36,1.8,0.05777728,0.021180121,3.3103943,1.2135315,947,605,137.48875
37,1.85,0.07442923,0.01938302,4.2644806,1.1105652,851,615,137.48875
38,1.9,0.050239738,0.009015599,2.8785248,0.5165558,991,671,137.48875
39,1.95,0.051751878,0.021746842,2.965164,1.2460022,982,602,137.48875
40,2.0,0.09759235,0.023862457,5.591629,1.367218,687,583,145.03629
41,2.05,0.09487511,0.022953786,5.435943,1.315155,703,588,145.03629
42,2.1,0.08104426,0.006668023,4.6434937,0.38204953,788,681,145.03629
43,2.15,0.051293816,0.029378396,2.938919,1.6832579,984,560,138.05728
44,2.2,0.050000317,0.038174286,2.864807,2.1872253,991,512,138.05728
45,2.25,0.051410727,0.038925294,2.9456174,2.230255,983,508,138.05728
46,2.3,0.04483911,0.036951095,2.5690916,2.1171417,1021,519,138.05728
47,2.35,0.043299004,0.036839508,2.48085,2.1107483,1030,519,138.05728
48,2.4,0.052322064,0.01831296,2.9978333,1.0492553,979,620,137.48875
49,2.45,0.053923685,0.01593236,3.0895994,0.912857,970,633,137.48875
50,2.5,0.052115668,0.024383903,2.9860077,1.3970946,980,588,137.48875
51,2.55,0.051526845,0.034097783,2.9522705,1.9536589,983,535,137.48875
52,2.6,0.05898503,0.036163066,3.379593,2.071991,959,535,129.88289
53,2.65,0.05722281,0.049174473,3.2786252,2.8174896,949,452,138.05728
54,2.7,0.061653513,0.023348998,3.532486,1.337799,924,593,138.05728
55,2.75,0.052992646,0.040439304,3.036255,2.3170013,974,500,138.05728
56,2.8,0.050355054,0.038525824,2.8851318,2.207367,989,510,138.05728
57,2.85,0.04642156,0.032492165,2.6597593,1.8616638,1013,544,137.48875
58,2.9,0.046643935,0.039687224,2.6725004,2.2739103,1010,504,138.05728
59,2.95,0.04428251,0.04240205,2.537201,2.4294584,1024,489,138.05728
60,3.0,0.038347658,0.042381816,2.1971588,2.428299,1058,489,138.05728
61,3.05,0.036591835,0.038402252,2.0965576,2.2002869,1068,511,138.05728
62,3.1,0.037837926,0.035576105,2.1679533,2.0383606,1061,526,138.05728
63,3.15,0.035503134,0.032858882,2.0341797,1.8826752,1075,541,138.05728
64,3.2,0.03341575,0.033254895,1.9145813,1.905365,1087,539,138.05728
65,3.25,0.030088395,0.03547224,1.723938,2.0324094,1106,527,138.05728
66,3.3,0.03176459,0.03663711,1.8199768,2.0991516,1096,520,138.05728
67,3.35,0.031408258,0.038036864,1.7995605,2.1793516,1098,513,138.05728
68,3.4,0.03189748,-0.02216922,1.827591,-1.2702026,1096,839,137.48875
69,3.45,0.030940872,-0.024663003,1.7727813,-1.4130859,1102,853,137.48875
70,3.5,0.026927222,-0.0020383834,1.542816,-0.11679076,1125,731,137.48875
71,3.55,0.029606896,0.0028844697,1.6963501,0.16526793,1109,704,137.48875
72,3.6,0.034815505,0.0058533624,1.9947814,0.33537295,1079,688,138.05728
