Frame,Time_sec,Pitch_rad,Yaw_rad,Pitch_deg,Yaw_deg,ScreenX,ScreenY,Distance_cm
0,0.0,-0.13723856,-0.077694,-7.86319,-4.451538,2441,1439,201.46016
1,0.03333333333333333,-0.11250764,-0.07294372,-6.446213,-4.179367,2230,1439,201.46016
2,0.06666666666666667,-0.17821687,-0.35772434,-10.211074,-20.496094,2559,1439,185.73708
3,0.1,-0.3118013,-0.48002282,-17.864899,-27.50328,2559,1439,199.70575
4,0.13333333333333333,-0.22100297,-0.4012332,-12.662537,-22.988968,2559,1439,199.70575
5,0.16666666666666666,-0.2214384,-0.36013636,-12.687485,-20.634293,2559,1439,199.70575
6,0.2,-0.15197729,-0.28066364,-8.707657,-16.080841,2557,1439,199.70575
7,0.23333333333333334,-0.18352804,-0.24942848,-10.515381,-14.291199,2559,1439,199.70575
8,0.26666666666666666,-0.20107134,-0.21493308,-11.520538,-12.314758,2559,1439,199.70575
9,0.3,-0.22153053,-0.18354,-12.692763,-10.516067,2559,1439,199.70575
10,0.3333333333333333,-0.13391227,-0.1531251,-7.6726074,-8.773422,2413,1439,201.46016
11,0.36666666666666664,-0.13639513,-0.16931605,-7.8148646,-9.701095,2424,1439,199.70575
12,0.4,-0.07086672,-0.084699176,-4.060364,-4.8529053,1877,1439,201.46016
13,0.43333333333333335,-0.048009336,-0.08455377,-2.7507322,-4.844574,1684,1439,201.46016
14,0.4666666666666667,-0.040802825,-0.06339415,-2.3378296,-3.6322172,1620,1439,199.70575
15,0.5,-0.039297074,-0.09176641,-2.2515564,-5.2578278,1607,1439,199.70575
16,0.5333333333333333,-0.02373649,-0.06514785,-1.3600006,-3.7326965,1478,1439,199.70575
17,0.5666666666666667,-0.02535436,-0.051265582,-1.4526978,-2.9373014,1491,1363,199.70575
18,0.6,-0.029867886,-0.06483066,-1.7113037,-3.714523,1529,1439,199.70575
19,0.6333333333333333,-0.04202548,-0.072204426,-2.4078825,-4.1370087,1630,1439,199.70575
20,0.6666666666666666,-0.030444194,-0.071561,-1.7443237,-4.100143,1533,1439,199.70575
21,0.7,-0.037835263,-0.08056115,-2.1678007,-4.6158137,1595,1439,199.70575
22,0.7333333333333333,-0.02620231,-0.05642679,-1.5012817,-3.2330167,1498,1428,199.70575
23,0.7666666666666667,-0.039756734,-0.049333196,-2.2778928,-2.8265839,1611,1344,199.70575
24,0.8,-0.0692579,-0.0352488,-3.9681852,-2.0196075,1858,1174,199.70575
25,0.8333333333333334,-0.06375848,-0.054098126,-3.6530914,-3.099594,1812,1415,199.70575
26,0.8666666666666667,-0.045447376,-0.042135205,-2.6039426,-2.4141693,1659,1255,199.70575
