Frame,Time_sec,Pitch_rad,Yaw_rad,Pitch_deg,Yaw_deg,ScreenX,ScreenY,Distance_cm
0,0.0,0.06304714,0.024058199,3.612335,1.3784331,934,532,131.17209
1,0.0333333333333333,0.045694523,0.020056,2.618103,1.1491241,1028,560,131.33595
2,0.0666666666666666,0.06464344,0.036626987,3.7037961,2.0985718,976,497,131.33595
3,0.1,0.0694398,0.017383518,3.9786072,0.99600214,950,526,131.33595
4,0.1333333333333333,0.0019699403,-0.024385503,0.112869255,-1.3971863,1029,621,125.081856
5,0.1666666666666666,-0.012680908,-0.047797352,-0.72656244,-2.7385864,1029,621,131.33595
6,0.2,-0.012042283,-0.040290967,-0.689972,-2.3085022,1113,735,131.33595
7,0.2333333333333333,-0.023636086,-0.031879105,-1.3542479,-1.8265381,1175,787,131.33595
8,0.2666666666666666,-0.020893298,0.06803551,-1.1970978,3.8981476,1214,673,138.05728
9,0.3,-0.010245181,0.068876535,-0.58700556,3.9463346,1232,596,131.33595
10,0.3333333333333333,-0.00735139,0.07714779,-0.4212036,4.4202423,1295,589,131.33595
11,0.3666666666666666,0.00028788773,0.0704819,0.016494751,4.038315,1290,479,131.33595
12,0.4,0.07177326,0.0349215,4.1123047,2.0008545,1210,473,131.33595
13,0.4333333333333333,0.072670214,0.042096324,4.1636963,2.4119415,1155,459,131.33595
14,0.4666666666666667,0.053881343,-0.01816116,3.0871735,-1.0405579,1130,517,131.17209
15,0.5,0.06581603,0.0018516959,3.7709806,0.10609435,1125,479,131.17209
16,0.5333333333333333,0.0634847,0.0033103093,3.6374052,0.18966673,1078,531,131.33595
17,0.5666666666666667,0.055046745,0.004207262,3.153946,0.24105833,1055,561,138.24837
18,0.6,0.05255935,-0.027304858,3.0114288,-1.564453,1045,622,131.17209
19,0.6333333333333333,0.08502142,-0.015837021,4.8713684,-0.9073944,1012,652,131.33595
20,0.6666666666666666,0.08337772,-0.01580027,4.777191,-0.9052887,965,679,131.33595
21,0.7,0.07634511,0.013261477,4.3742523,0.75982666,942,665,131.17209
22,0.7333333333333333,0.050855193,-0.013313143,2.9137878,-0.76278687,952,693,131.33595
23,0.7666666666666667,0.05848408,-0.032493763,3.3508909,-1.8617554,953,736,131.33595
24,0.8,0.051865064,-0.03919987,2.9716492,-2.245987,959,774,131.33595
25,0.8333333333333334,0.080702305,-0.028006868,4.6239014,-1.6046753,910,830,131.33595
26,0.8666666666666667,0.08997596,-0.0111021865,5.1552424,-0.6361084,886,825,131.33595
27,0.9,0.06379443,0.010156764,3.6551511,0.58193964,893,796,131.17209
28,0.9333333333333332,0.06759156,-0.010396982,3.8727112,-0.5957031,895,796,131.17209
29,0.9666666666666668,0.07786471,0.0125392275,4.461319,0.71844476,887,775,138.24837
30,1.0,0.08643556,0.0027446537,4.952392,0.15725707,832,816,131.33595
31,1.0333333333333334,0.085261635,0.052572664,4.885132,3.0121915,829,733,131.33595
32,1.0666666666666669,0.07699013,0.041680604,4.411209,2.3881226,833,686,131.17209
