Frame,Time_sec,Pitch_rad,Yaw_rad,Pitch_deg,Yaw_deg,ScreenX,ScreenY,Distance_cm
0,0.0,0.20914923,-0.037631,11.983367,-2.1560974,418,915,97.21923
1,0.0333333333333333,0.109667644,-0.04397971,6.2834926,-2.5198517,827,965,97.28589
2,0.0666666666666666,0.13578953,-0.0482935,7.7801666,-2.7670135,776,975,97.28589
3,0.1,0.15643941,-0.06415023,8.963317,-3.675537,730,1005,97.28589
4,0.1333333333333333,0.14160188,-0.038951393,8.11319,-2.2317502,722,987,97.28589
5,0.1666666666666666,0.14269164,-0.022743663,8.175629,-1.3031158,723,987,97.28589
6,0.2,0.13311519,-0.0030796796,7.626938,-0.17645264,726,920,97.28589
7,0.2333333333333333,0.16335192,-0.011087006,9.359375,-0.6352386,701,891,97.28589
8,0.2666666666666666,0.1403699,-0.022418756,8.042603,-1.2845,702,882,97.21923
9,0.3,0.10576904,-0.038021687,6.060119,-2.178482,724,889,97.21923
10,0.3333333333333333,0.20934045,-0.052155618,11.994324,-2.9882965,724,860,101.02766
11,0.3666666666666666,0.13535783,-0.03984169,7.7554317,-2.2827606,725,879,97.28589
12,0.4,0.18031944,0.009805493,10.331543,0.56181335,688,837,97.28589
13,0.4333333333333333,0.17417394,-0.0139799975,9.979431,-0.8009948,667,829,97.28589
14,0.4666666666666667,0.23052457,-0.016683107,13.208084,-0.9558716,618,826,97.28589
15,0.5,0.21221718,-0.02465661,12.159148,-1.4127196,576,782,97.28589
16,0.5333333333333333,0.26044732,-0.02854589,14.922531,-1.635559,484,801,97.28589
17,0.5666666666666667,0.22625525,-0.027754666,12.96347,-1.5902251,456,813,97.28589
18,0.6,0.21934967,-0.01810923,12.567809,-1.0375824,443,813,97.28589
19,0.6333333333333333,0.25786403,-0.05697194,14.77452,-3.2642517,410,840,97.28589
20,0.6666666666666666,0.24654056,0.0036306875,14.125732,0.20802306,306,817,97.28589
21,0.7,0.19072282,-0.026438532,10.927612,-1.5148163,347,826,97.21923
22,0.7333333333333333,0.27419108,0.00043196476,15.7099905,0.024749756,310,807,97.21923
23,0.7666666666666667,0.21604095,-0.021161478,12.378234,-1.2124633,322,810,97.21923
24,0.8,0.17923287,-0.015086008,10.269286,-0.86436456,351,809,97.02008
25,0.8333333333333334,0.15344869,-0.0077194395,8.791962,-0.4422913,261,783,93.751625
26,0.8666666666666667,0.21265021,0.020900223,12.183959,1.1974945,281,750,100.95301
27,0.9,0.19710828,0.005413674,11.293472,0.31018063,311,740,97.28589
28,0.9333333333333332,0.22091134,-0.009568205,12.657287,-0.5482177,314,744,100.95301
29,0.9666666666666668,0.25769094,-0.0005890913,14.764603,-0.03375244,296,742,100.95301
30,1.0,0.21418312,-0.0173465,12.271789,-0.99388117,216,706,100.95301
31,1.0333333333333334,0.23671295,-0.006837666,13.562652,-0.39176938,223,714,100.95301
32,1.0666666666666669,0.2200626,-9.321064e-05,12.608658,-0.005340576,244,715,97.28589
33,1.1,0.28739503,-0.01577204,16.466522,-0.9036712,223,725,97.28589
34,1.1333333333333333,0.16925615,-0.037156425,9.697662,-2.1289062,263,746,97.28589
35,1.1666666666666667,0.19834213,-0.033038378,11.364166,-1.8929595,193,719,93.751625
36,1.2,0.21146299,-0.04288542,12.115936,-2.4571533,224,752,97.28589
37,1.2333333333333334,0.21800531,-0.08190872,12.490784,-4.6930237,239,803,101.02766
38,1.2666666666666666,0.2467339,-0.040417198,14.13681,-2.3157346,241,817,97.21923
39,1.3,0.27108026,-0.044273455,15.531754,-2.536682,232,829,97.21923
40,1.3333333333333333,0.24245207,-0.023008646,13.8914795,-1.3182982,170,824,97.21923
41,1.3666666666666667,0.24115165,-0.026908312,13.816971,-1.5417327,184,828,97.21923
42,1.4,0.22084291,-0.021845646,12.653366,-1.2516632,205,828,97.21923
43,1.4333333333333331,0.22490342,-0.016402677,12.886016,-0.9398041,220,826,97.21923
44,1.4666666666666666,0.21770278,-0.0021174795,12.47345,-0.12132263,235,817,97.21923
45,1.5,0.2471315,-0.013491841,14.159591,-0.7730255,183,810,97.21923
46,1.5333333333333334,0.2580092,-0.060578395,14.782837,-3.4708862,186,834,97.21923
47,1.5666666666666669,0.1580192,-0.013467073,9.053833,-0.77160645,230,830,100.95301
48,1.6,0.1582168,-0.060063872,9.065155,-3.4414062,267,850,97.28589
49,1.6333333333333333,0.14241335,-0.07025153,8.159683,-4.025116,304,872,97.28589
50,1.6666666666666667,0.10434399,-0.053268284,5.97847,-3.0520477,271,875,97.28589
51,1.7,0.12829646,-0.09812231,7.3508453,-5.621994,322,915,97.28589
52,1.7333333333333334,0.08668989,-0.08071882,4.9669647,-4.6248474,379,940,97.28589
53,1.7666666666666666,0.0880244,-0.106203675,5.0434265,-6.085022,425,973,97.28589
54,1.8,0.17297232,-0.09427857,9.9105835,-5.4017634,437,993,97.28589
55,1.8333333333333333,0.18932839,-0.071086966,10.847717,-4.072983,428,1013,97.21923
56,1.8666666666666667,0.18501034,-0.04594299,10.600311,-2.6323392,436,1008,97.28589
57,1.9,0.14359392,-0.061887603,8.227325,-3.5458982,458,1012,97.28589
58,1.9333333333333331,0.14480512,-0.06856602,8.296721,-3.928543,477,1019,97.28589
59,1.9666666666666663,0.14604403,-0.06497554,8.367706,-3.7228239,492,1023,97.28589
60,2.0,0.16087624,-0.06003618,9.217529,-3.4398196,491,1044,97.28589
61,2.033333333333333,0.14483069,-0.044180512,8.298186,-2.5313568,508,1036,97.28589
62,2.066666666666667,0.13239746,-0.050984357,7.585815,-2.9211884,526,1033,97.28589
63,2.1,0.12855984,-0.06665893,7.365936,-3.8192751,543,1037,97.28589
64,2.1333333333333333,0.11567813,-0.06404343,6.627868,-3.669418,562,1040,97.28589
65,2.1666666666666665,0.16510427,-0.06069531,9.459777,-3.4775848,569,1061,97.28589
66,2.2,0.1728855,-0.04583327,9.905609,-2.6260529,569,1053,97.28589
67,2.2333333333333334,0.13232769,-0.12682399,7.5818176,-7.266479,582,1080,97.28589
68,2.2666666666666666,0.1558607,-0.11101893,8.9301605,-6.360916,586,1097,97.28589
69,2.3,0.14263092,-0.106284365,8.17215,-6.0896454,593,1111,97.28589
70,2.333333333333333,0.13754588,-0.124101184,7.8807983,-7.1104736,603,1137,97.28589
71,2.3666666666666667,0.115932465,-0.0702755,6.642441,-4.0264893,618,1135,97.28589
72,2.4,0.15609907,-0.04373816,8.943817,-2.506012,618,1123,100.95301
73,2.433333333333333,0.1132147,-0.04712144,6.4867244,-2.6998594,630,1114,101.02766
74,2.466666666666667,0.11285572,-0.015758457,6.466156,-0.902893,642,1095,97.28589
75,2.5,0.107723266,-0.025303226,6.172088,-1.449768,656,1117,97.28589
76,2.533333333333333,0.13977017,-0.031212516,8.00824,-1.7883453,659,1101,97.28589
77,2.566666666666667,0.13544199,-0.06341999,7.760254,-3.6336975,664,1099,97.28589
78,2.6,0.13521296,-0.05894375,7.7471313,-3.3772278,668,1095,97.28589
79,2.6333333333333333,0.13330959,-0.064742774,7.6380763,-3.7094874,671,1094,97.28589
80,2.6666666666666665,0.15115677,-0.08171377,8.660645,-4.6818542,687,1114,97.28589
81,2.7,0.16572452,-0.09387004,9.495315,-5.3783565,681,1121,97.21923
82,2.7333333333333334,0.12896465,-0.07955848,7.3891296,-4.558365,686,1123,97.21923
83,2.7666666666666666,0.15459225,-0.072771944,8.857483,-4.169525,683,1123,97.21923
84,2.8,0.09658354,-0.06408551,5.5338287,-3.6718292,695,1120,97.21923
85,2.833333333333333,0.10943408,-0.06492095,6.2701106,-3.719696,711,1141,97.21923
86,2.8666666666666667,0.12347934,-0.08054784,7.0748444,-4.615051,715,1142,97.21923
87,2.9,0.11549757,-0.05749605,6.6175227,-3.2942808,720,1136,97.21923
88,2.933333333333333,0.16258386,-0.06065802,9.315369,-3.4754484,714,1131,97.21923
89,2.966666666666667,0.16650537,-0.04361299,9.540054,-2.49884,708,1122,97.21923
90,3.0,0.17827149,-0.055722654,10.214203,-3.1926727,724,1140,97.21923
91,3.033333333333333,0.17064072,-0.054916248,9.776993,-3.146469,715,1133,97.21923
92,3.066666666666667,0.1670436,-0.057990335,9.570892,-3.3226013,709,1127,97.21923
93,3.1,0.16624783,-0.055387896,9.525298,-3.1734924,703,1121,97.21923
94,3.1333333333333333,0.16906573,-0.062239673,9.686752,-3.5660703,697,1118,97.21923
95,3.1666666666666665,0.1713904,-0.07314612,9.819946,-4.1909637,711,1134,100.95301
96,3.2,0.23444287,-0.112270884,13.432587,-6.4326477,686,1145,100.95301
97,3.2333333333333334,0.18458104,-0.08094705,10.575714,-4.637924,675,1146,100.95301
98,3.2666666666666666,0.18091813,-0.07579251,10.365845,-4.3425903,667,1145,100.95301
99,3.3,0.20067346,-0.073707245,11.497742,-4.223114,655,1144,100.95301
100,3.333333333333333,0.16080807,-0.09636862,9.213623,-5.521515,665,1162,97.28589
101,3.3666666666666667,0.20457207,-0.092552036,11.721115,-5.3028407,652,1164,97.28589
102,3.4,0.17055683,-0.1085406,9.772186,-6.218918,649,1171,97.28589
