Frame,Time_sec,Pitch_rad,Yaw_rad,Pitch_deg,Yaw_deg,ScreenX,ScreenY,Distance_cm
0,0.0,0.09606342,-0.08449066,5.5040283,-4.8409576,751,1365,131.33595
1,0.03333333333333333,0.055283498,-0.013304886,3.167511,-0.7623138,976,824,131.33595
2,0.06666666666666667,0.06364183,0.022464564,3.646408,1.2871246,930,545,131.17209
3,0.1,0.06426208,0.008163921,3.6819456,0.46775818,944,659,124.940285
4,0.13333333333333333,0.074631095,0.023293607,4.2760468,1.3346252,848,530,138.24837
5,0.16666666666666666,0.07555308,0.031683896,4.3288727,1.8153534,884,486,125.081856
6,0.2,0.060858026,0.042188466,3.486908,2.4172208,962,406,124.940285
7,0.23333333333333334,0.072452895,0.04345187,4.151245,2.4896088,881,383,131.33595
8,0.26666666666666666,0.07254877,-0.008854745,4.1567383,-0.5073395,881,788,131.17209
9,0.3,0.062029816,-0.017532922,3.5540464,-1.0045624,955,850,124.940285
10,0.3333333333333333,0.07783754,-0.006134059,4.4597626,-0.35145566,872,765,125.081856
11,0.36666666666666664,0.0774916,-0.006640326,4.4399414,-0.38046265,874,768,125.081856
12,0.4,0.08429118,0.05033268,4.829529,2.88385,839,351,124.940285
13,0.43333333333333335,0.08238117,0.045535263,4.720093,2.6089783,849,386,124.940285
14,0.4666666666666667,0.08802707,0.05900047,5.043579,3.3804777,819,289,124.940285
15,0.5,0.09378748,0.03167697,5.373626,1.8149567,788,489,125.081856
16,0.5333333333333333,0.047982708,-0.010292585,2.7492065,-0.5897216,1029,797,124.940285
17,0.5666666666666667,0.06463253,0.029692117,3.7031708,1.7012329,941,499,125.081856
18,0.6,0.062389877,0.005905826,3.5746765,0.3383789,954,676,124.940285
19,0.6333333333333333,0.069263496,0.041696314,3.9685059,2.3890226,917,411,125.081856
20,0.6666666666666666,0.077737406,0.03214995,4.454025,1.8420563,873,483,124.940285
21,0.7,0.10384144,0.037733264,5.949676,2.1619568,735,447,125.081856
22,0.7333333333333333,0.057385266,-0.017482854,3.2879333,-1.0016937,964,856,131.33595
23,0.7666666666666667,0.07474481,0.007001451,4.2825623,0.4011536,869,665,131.33595
24,0.8,0.095372595,0.029762689,5.464447,1.7052764,780,504,124.940285
25,0.8333333333333334,0.10017215,0.014022342,5.739441,0.80342096,755,618,124.940285
26,0.8666666666666667,0.098946296,0.009011871,5.6692047,0.51634216,762,654,124.940285
27,0.9,0.11956421,0.0028352013,6.8505244,0.16244507,653,699,124.940285
28,0.9333333333333333,0.11049669,0.008836103,6.3309937,0.50627136,671,653,131.33595
29,0.9666666666666667,0.11316463,-0.0066089006,6.4838557,-0.37866208,686,767,125.081856
30,1.0,0.12055385,0.024994832,6.9072266,1.4320983,647,541,125.081856
