Frame,Time_sec,Pitch_rad,Yaw_rad,Pitch_deg,Yaw_deg,ScreenX,ScreenY,Distance_cm
0,0.0,-0.044538174,0.013610617,-2.5518494,0.7798309,1654,545,201.46016
1,0.03333333333333333,-0.013387978,0.01389451,-0.7670746,0.79609674,1392,545,201.46016
2,0.06666666666666667,-0.004752411,0.040424123,-0.2722931,2.3161316,1319,214,201.46016
3,0.1,-0.036388367,0.0260087,-2.0848997,1.4901886,1586,388,201.46016
4,0.13333333333333333,-0.022698654,-0.005531386,-1.300537,-0.31692505,1471,789,201.46016
5,0.16666666666666666,-0.028715536,-0.0109024495,-1.6452789,-0.6246643,1521,858,201.46016
6,0.2,-0.028932316,0.009545037,-1.6576995,0.54689026,1523,598,201.46016
7,0.23333333333333334,-0.037865892,-0.008130099,-2.1695557,-0.4658203,1598,823,201.46016
8,0.26666666666666666,-0.04777178,0.02383396,-2.7371213,1.3655852,1682,414,201.46016
9,0.3,-0.013777864,0.042352784,-0.78941345,2.4266357,1395,187,201.46016
10,0.3333333333333333,-0.0046440205,0.07027576,-0.26608276,4.0265045,1319,0,201.46016
11,0.36666666666666664,-0.013106215,0.057887804,-0.7509307,3.3167267,1390,0,201.46016
12,0.4,0.025485385,0.06706958,1.460205,3.8428037,1065,0,201.46016
13,0.43333333333333335,0.028230574,0.07787882,1.6174927,4.462127,1042,0,201.46016
14,0.4666666666666667,0.031407192,0.0669279,1.7994995,3.834686,1015,0,201.46016
15,0.5,0.024322385,0.06777479,1.39357,3.883209,1075,0,201.46016
16,0.5333333333333333,0.025101893,0.06371053,1.4382324,3.6503444,1068,0,201.46016
17,0.5666666666666667,0.020669859,0.06342931,1.1842957,3.6342316,1106,0,201.46016
18,0.6,0.020810207,0.06295527,1.192337,3.607071,1089,0,218.89325
19,0.6333333333333333,0.0230454,0.069920495,1.320404,4.0061493,1086,0,201.46016
20,0.6666666666666666,0.043380763,0.065323085,2.4855344,3.7427368,1279,719,0.0
21,0.7,0.015682558,0.06739156,0.8985443,3.8612518,1137,0,218.13715
22,0.7333333333333333,0.013254286,0.06860356,0.7594146,3.9306943,1159,0,218.13715
23,0.7666666666666667,0.01663224,0.0675889,0.9529571,3.8725586,1128,0,218.13715
24,0.8,0.030909449,0.07595762,1.7709808,4.352051,1019,0,201.46016
25,0.8333333333333334,0.028421521,0.07690251,1.6284331,4.406189,1040,0,201.46016
26,0.8666666666666667,0.021920213,0.061950985,1.2559357,3.5495298,1095,0,201.46016
27,0.9,0.022578815,0.06993834,1.2936708,4.0071716,1090,0,201.46016
28,0.9333333333333333,0.01417148,0.06603734,0.81196594,3.783661,1160,0,201.46016
29,0.9666666666666667,0.009342636,0.07500021,0.5352936,4.2971954,1201,0,201.46016
30,1.0,0.015047393,0.06161303,0.86215204,3.5301664,1153,0,201.46016
31,1.0333333333333334,0.022189725,0.058186345,1.2713776,3.3338318,1093,4,201.46016
32,1.0666666666666667,0.015928634,0.0692318,0.91264343,3.9666898,1145,0,201.46016
33,1.1,-0.005203018,0.045955773,-0.29811096,2.6330717,1327,95,218.89325
34,1.1333333333333333,-0.007835819,0.050718836,-0.44895935,2.905975,1351,29,218.89325
35,1.1666666666666667,-0.007922905,0.05034813,-0.45394897,2.884735,1346,89,201.46016
36,1.2,0.0040208404,0.063166186,0.23037717,3.6191556,1246,0,201.46016
37,1.2333333333333334,0.00973199,0.058738682,0.5576019,3.3654785,1198,0,201.46016
38,1.2666666666666666,0.01655634,0.058590613,0.94860834,3.3569946,1129,0,218.13715
39,1.3,0.010509899,0.06522481,0.6021728,3.7371063,1184,0,218.13715
40,1.3333333333333333,0.013119531,0.074958935,0.7516937,4.2948303,1160,0,218.13715
41,1.3666666666666667,0.0074866787,0.071179375,0.42895508,4.0782776,1211,0,218.13715
42,1.4,0.0067774784,0.072849974,0.3883209,4.173996,1218,0,218.13715
43,1.4333333333333333,0.00083490106,0.06082261,0.047836304,3.4848785,1272,0,218.13715
44,1.4666666666666666,0.0055439025,0.05921512,0.3176422,3.3927763,1229,0,218.13715
45,1.5,0.005780924,0.062031146,0.33122253,3.5541227,1227,0,218.13715
46,1.5333333333333334,0.015397333,0.06442267,0.88220215,3.6911466,1139,0,218.13715
47,1.5666666666666667,0.010513628,0.06020875,0.6023865,3.449707,1184,0,218.13715
48,1.6,0.013351226,0.056701627,0.7649689,3.2487638,1158,0,218.13715
49,1.6333333333333333,0.009764747,0.062263113,0.55947876,3.5674133,1191,0,218.13715
50,1.6666666666666667,0.016804013,0.06318457,0.962799,3.6202087,1126,0,218.13715
51,1.7,0.012875052,0.07562152,0.7376861,4.3327937,1162,0,218.13715
52,1.7333333333333334,0.016855147,0.07645643,0.9657287,4.3806305,1126,0,218.13715
53,1.7666666666666666,0.020833643,0.07753794,1.1936798,4.4425964,1090,0,218.13715
54,1.8,0.020104736,0.077031136,1.1519165,4.4135585,1096,0,218.13715
55,1.8333333333333333,0.023392942,0.06675799,1.3403168,3.824951,1066,0,218.13715
56,1.8666666666666667,0.023828369,0.07250589,1.3652649,4.154281,1062,0,218.13715
57,1.9,0.025385786,0.073109634,1.4544983,4.1888733,1048,0,218.13715
58,1.9333333333333333,0.016081499,0.08204267,0.921402,4.7006984,1133,0,218.13715
59,1.9666666666666666,0.011432419,0.07008748,0.6550293,4.0157166,1183,0,202.05531
60,2.0,0.00515082,0.08898899,0.29512024,5.0986934,1233,0,218.13715
61,2.033333333333333,0.0034248254,0.08479319,0.19622803,4.8582916,1248,0,218.13715
62,2.066666666666667,0.010027068,0.083690636,0.5745086,4.79512,1188,0,218.13715
63,2.1,0.005074654,0.072509624,0.29075623,4.1544952,1233,0,218.89325
64,2.1333333333333333,0.009407617,0.085942075,0.5390167,4.924118,1193,0,218.89325
65,2.1666666666666665,0.007418502,0.08625633,0.42504883,4.9421234,1212,0,218.89325
66,2.2,0.0063843965,0.08771281,0.36579895,5.0255737,1221,0,218.13715
67,2.2333333333333334,0.014020478,0.08258622,0.8033142,4.7318416,1152,0,218.13715
68,2.2666666666666666,0.016086292,0.0850888,0.9216766,4.875229,1133,0,218.13715
69,2.3,0.020017384,0.082256526,1.1469115,4.7129517,1097,0,218.13715
70,2.3333333333333335,0.015750468,0.08952589,0.9024353,5.1294556,1136,0,218.89325
71,2.3666666666666667,0.024692297,0.08777593,1.4147643,5.02919,1071,0,202.05531
72,2.4,0.0023856598,0.06892634,0.13668823,3.9491882,1259,0,202.05531
73,2.433333333333333,0.0012599415,0.05339212,0.07218932,3.059143,1268,0,218.13715
74,2.466666666666667,0.0048576063,0.059326176,0.2783203,3.3991394,1235,0,218.13715
75,2.5,0.0059673456,0.05343313,0.3419037,3.0614927,1225,1,218.13715
76,2.533333333333333,0.00043303,0.073003635,0.024810791,4.1828,1276,0,218.13715
77,2.566666666666667,0.0012218584,0.069540195,0.070007324,3.9843595,1268,0,218.13715
78,2.6,-0.0009350359,0.052722603,-0.053573605,3.0207825,1288,5,218.89325
79,2.6333333333333333,0.0014881745,0.05946892,0.08526611,3.407318,1266,0,218.13715
80,2.6666666666666665,-0.0010772486,0.05970035,-0.061721794,3.420578,1289,0,218.13715
81,2.7,-0.0015100123,0.056814812,-0.08651733,3.2552488,1293,0,218.13715
82,2.7333333333333334,-0.003323359,0.068481855,-0.19041443,3.923721,1310,0,218.89325
83,2.7666666666666666,0.0031433292,0.070766315,0.18009949,4.0546107,1251,0,218.13715
84,2.8,0.025071532,0.08471782,1.4364929,4.853973,1068,0,202.05531
85,2.8333333333333335,0.017127322,0.068198495,0.98132324,3.9074857,1135,0,202.05531
86,2.8666666666666667,0.013023923,0.05442303,0.74621576,3.1182098,1161,0,218.13715
87,2.9,0.019605927,0.05818075,1.1233368,3.333511,1101,0,218.13715
88,2.933333333333333,0.019304456,0.067668796,1.1060638,3.8771362,1104,0,218.13715
89,2.966666666666667,0.022384668,0.061564825,1.2825469,3.5274045,1091,0,202.05531
90,3.0,0.02119397,0.080870084,1.214325,4.6335144,1101,0,202.05531
91,3.033333333333333,0.012348279,0.060739517,0.7075043,3.4801178,1167,0,218.89325
92,3.066666666666667,0.018300178,0.07619783,1.0485228,4.365814,1112,0,218.89325
93,3.1,0.020272782,0.07255969,1.1615448,4.157364,1108,0,202.05531
94,3.1333333333333333,0.020199278,0.0601198,1.1573334,3.4446106,1109,0,202.05531
