Frame,time,Pitch (rad),Yaw (rad),Pitch (deg),Yaw (deg),x_cordinate,y_cordinate,Distance (cm)
322,16.1,-0.2440646,0.027329093,-13.9838705,1.5658416,2160,628,84.68882
323,16.15,-0.2354767,0.0055252607,-13.49182,0.3165741,2128,701,84.68882
324,16.2,-0.23407029,-0.0059162127,-13.411239,-0.338974,2096,739,82.044914
325,16.25,-0.2313917,0.0036056538,-13.257767,0.20658873,2087,708,82.044914
326,16.3,-0.22977728,-0.00049694587,-13.165267,-0.028472899,2081,721,82.044914
327,16.35,-0.23359759,0.030938476,-13.384155,1.772644,2095,620,82.044914
328,16.4,-0.23323326,0.031226898,-13.36328,1.7891693,2093,619,82.044914
329,16.45,-0.23826078,0.028568795,-13.651336,1.6368713,2112,627,82.044914
330,16.5,-0.23563276,0.018109763,-13.500762,1.0376129,2102,661,82.044914
331,16.55,-0.23590948,0.027714986,-13.516617,1.5879517,2103,630,82.044914
332,16.6,-0.23407508,0.031768583,-13.411513,1.8202056,2096,617,82.044914
333,16.65,-0.23714812,0.028448688,-13.587585,1.6299896,2108,628,82.044914
334,16.7,-0.2380605,0.02528565,-13.639861,1.448761,2111,638,82.044914
335,16.75,-0.24195193,0.04150377,-13.8628235,2.3779907,2125,585,82.044914
336,16.8,-0.24864765,0.035696212,-14.24646,2.0452423,2149,604,82.044914
337,16.85,-0.24361134,0.038219027,-13.957901,2.1897888,2131,596,82.044914
338,16.9,-0.23926292,0.029343242,-13.708755,1.6812438,2115,625,82.044914
339,16.95,-0.24665746,0.031331558,-14.132431,1.7951659,2142,618,82.044914
340,17.0,-0.24025229,0.05348693,-13.765441,3.0645752,2119,547,82.044914
341,17.05,-0.24029677,0.043167446,-13.76799,2.4733124,2119,580,82.044914
342,17.1,-0.22561982,0.048869275,-12.927063,2.800003,2066,562,82.044914
343,17.15,-0.23516805,0.04240924,-13.474136,2.4298704,2100,583,82.044914
344,17.2,-0.23751244,0.044963483,-13.608459,2.5762177,2109,574,82.044914
345,17.25,-0.23086652,0.042415634,-13.227676,2.4302366,2085,583,82.044914
346,17.3,-0.23495181,0.05292527,-13.461746,3.0323944,2100,548,82.044914
347,17.35,-0.24099159,0.05070153,-13.8078,2.9049835,2122,556,82.044914
348,17.4,-0.2584811,0.050473563,-14.809875,2.891922,2185,556,82.044914
349,17.45,-0.25320458,0.051352937,-14.507553,2.9423063,2166,554,82.044914
350,17.5,-0.25226635,0.049539056,-14.453796,2.8383787,2163,559,82.044914
351,17.55,-0.24336365,0.043087818,-13.943709,2.46875,2130,580,82.044914
352,17.6,-0.24968868,0.052054144,-14.3061075,2.9824827,2153,551,82.044914
353,17.65,-0.24644388,0.05268798,-14.1201935,3.0187988,2141,549,82.044914
354,17.7,-0.24579726,0.057880078,-14.083145,3.316284,2139,532,82.044914
355,17.75,-0.25021145,0.05876185,-14.33606,3.3668058,2155,530,82.044914
356,17.8,-0.24445051,0.064919345,-14.005981,3.7196043,2134,510,82.044914
357,17.85,-0.23673187,0.05365098,-13.563736,3.0739746,2133,541,84.68882
358,17.9,-0.24073592,0.05121605,-13.793151,2.9344635,2148,549,84.68882
359,17.95,-0.24496315,0.05268825,-14.035354,3.018814,2164,544,84.68882
360,18.0,-0.24255887,0.063068986,-13.897598,3.6135864,2155,509,84.68882
361,18.05,-0.25250736,0.064552896,-14.467606,3.6986082,2192,504,84.68882
362,18.1,-0.255048,0.07169097,-14.6131735,4.1075897,2202,480,84.68882
363,18.15,-0.25075153,0.060409818,-14.367003,3.4612274,2157,524,82.044914
364,18.2,-0.26398292,0.06926935,-15.125107,3.9688413,2206,496,82.044914
365,18.25,-0.25113183,0.06611084,-14.388793,3.787872,2159,506,82.044914
366,18.3,-0.26360875,0.05791816,-15.103668,3.318466,2205,532,82.08497
367,18.35,-0.2662109,0.06723736,-15.252761,3.8524168,2244,495,84.68882
368,18.4,-0.26856887,0.05711149,-15.387862,3.272247,2221,535,81.92512
369,18.45,-0.2817912,0.06808398,-16.145447,3.9009244,2270,500,81.92512
370,18.5,-0.25937885,0.068758026,-14.861313,3.9395444,2187,498,81.92512
371,18.55,-0.25611675,0.070888825,-14.674408,4.0616302,2175,491,81.92512
372,18.6,-0.24615678,0.061219152,-14.103744,3.5075989,2168,515,84.68882
373,18.65,-0.24220333,0.06989546,-13.877228,4.0047145,2153,486,84.68882
374,18.7,-0.23985547,0.06915297,-13.742705,3.9621732,2144,489,84.68882
375,18.75,-0.23278773,0.072476864,-13.337753,4.1526184,2118,478,84.68882
376,18.8,-0.23952685,0.071330644,-13.723877,4.0869446,2116,489,82.044914
377,18.85,-0.23191765,0.07283639,-13.287902,4.173218,2089,484,82.044914
378,18.9,-0.22820336,0.0721208,-13.0750885,4.1322174,2075,486,82.044914
379,18.95,-0.22155477,0.073642,-12.694153,4.2193756,2051,481,82.044914
380,19.0,-0.21112236,0.07591687,-12.096419,4.349716,2014,474,82.044914
381,19.05,-0.20845947,0.07395466,-11.943847,4.2372894,2004,480,82.044914
382,19.1,-0.2067167,0.07412483,-11.843994,4.24704,1998,480,82.044914
383,19.15,-0.20365779,0.064402424,-11.668732,3.689987,1987,511,82.044914
384,19.2,-0.20290491,0.07202946,-11.625594,4.1269836,1983,487,81.92512
385,19.25,-0.19350262,0.071576715,-11.086883,4.101043,1951,488,82.044914
386,19.3,-0.20020208,0.07372482,-11.470734,4.224121,1975,481,82.044914
387,19.35,-0.19700974,0.07402469,-11.287827,4.241302,1963,480,82.044914
388,19.4,-0.19536737,0.07544736,-11.193725,4.322815,1957,476,81.92512
389,19.45,-0.20763096,0.07492857,-11.896378,4.2930903,2001,477,82.044914
390,19.5,-0.2033691,0.07681569,-11.65219,4.4012146,1986,471,82.044914
391,19.55,-0.20482053,0.078304395,-11.735352,4.486511,1991,466,82.044914
392,19.6,-0.20761393,0.07564709,-11.895401,4.334259,2001,475,82.044914
393,19.65,-0.1968867,0.074153855,-11.280777,4.2487025,1963,480,82.044914
394,19.7,-0.19606058,0.07622687,-11.233443,4.3674774,1960,473,82.044914
395,19.75,-0.20382717,0.07985275,-11.678436,4.5752254,1988,461,82.044914
396,19.8,-0.19666752,0.07849561,-11.268218,4.4974666,1962,466,82.044914
397,19.85,-0.19198889,0.077298254,-11.000153,4.4288635,1946,469,82.044914
398,19.9,-0.19173908,0.07447397,-10.98584,4.267044,1945,479,82.044914
399,19.95,-0.18634671,0.07014766,-10.67688,4.019165,1925,493,82.044914
400,20.0,-0.18136527,0.069329545,-10.391463,3.97229,1908,495,82.044914
401,20.05,-0.18033996,0.06693056,-10.332718,3.8348386,1904,503,82.044914
402,20.1,-0.17948988,0.06611644,-10.284012,3.7881925,1901,506,82.044914
403,20.15,-0.20478804,0.068869345,-11.73349,3.9459226,1991,497,82.044914
404,20.2,-0.1940824,0.057569556,-11.120102,3.2984924,1953,533,82.044914
405,20.25,-0.19185361,0.07173757,-10.992402,4.11026,1945,488,82.044914
406,20.3,-0.18418476,0.06545171,-10.553009,3.7501066,1918,508,82.044914
407,20.35,-0.18044196,0.059871323,-10.338562,3.430374,1924,520,84.557076
408,20.4,-0.17801476,0.052935917,-10.199493,3.0330045,1916,543,84.68882
409,20.45,-0.1959024,0.049229067,-11.2243805,2.8206177,1959,560,82.044914
410,20.5,-0.20932233,0.07434428,-11.993285,4.259613,2007,479,82.044914
411,20.55,-0.20761737,0.072764486,-11.895598,4.169098,2001,484,82.044914
412,20.6,-0.19165412,0.071498156,-10.980971,4.0965424,1944,488,82.044914
413,20.65,-0.17691539,0.051583834,-10.136505,2.955536,1892,553,82.044914
414,20.7,-0.18052584,0.06242583,-10.343369,3.5767365,1905,518,82.08497
415,20.75,-0.19910964,0.061288394,-11.408142,3.5115662,1971,521,82.044914
416,20.8,-0.18324226,0.053278934,-10.499007,3.0526578,1914,547,82.044914
417,20.85,-0.16489388,0.026499253,-9.447722,1.5182953,1850,634,82.044914
418,20.9,-0.19490798,0.042893138,-11.167404,2.4575956,1956,581,82.044914
419,20.95,-0.21070611,0.04125423,-12.072571,2.3636932,2012,586,82.044914
420,21.0,-0.22495936,0.02840155,-12.889221,1.6272888,2064,628,82.044914
421,21.05,-0.22321099,0.050713513,-12.789047,2.9056702,2057,556,82.044914
422,21.1,-0.19580705,0.04778856,-11.218917,2.7380826,1279,719,0.0
423,21.15,-0.20928639,0.053280532,-11.991226,3.0527494,2031,542,84.68882
424,21.2,-0.19296254,0.04865063,-11.055939,2.7874756,1971,557,84.68882
425,21.25,-0.1588115,0.046964046,-9.099228,2.6908414,1846,563,84.68882
426,21.3,-0.20446686,0.033605367,-11.715088,1.9254456,2013,607,84.68882
427,21.35,-0.21031997,0.04641757,-12.050446,2.6595309,2011,570,82.044914
428,21.4,-0.19966944,0.054448064,-11.440215,3.1196442,1973,544,82.044914
429,21.45,-0.16433382,0.055646755,-9.415634,3.188324,1848,540,82.08497
430,21.5,-0.17146577,0.043672383,-9.824265,2.502243,1873,578,82.044914
431,21.55,-0.17215899,0.051333763,-9.863983,2.941208,1875,554,82.044914
432,21.6,-0.15890683,0.037515152,-9.104691,2.1494598,1828,599,81.92512
433,21.65,-0.16176361,0.03560913,-9.268372,2.0402527,1839,605,82.044914
434,21.7,-0.16039181,0.039228097,-9.189774,2.2476041,1834,593,82.044914
435,21.75,-0.18413495,0.051250674,-10.550155,2.9364471,1938,549,84.68882
436,21.8,-0.15782426,0.052197695,-9.042664,2.9907074,1842,545,84.68882
437,21.85,-0.14938496,0.051738027,-8.559127,2.9643705,1812,547,84.68882
438,21.9,-0.15247157,0.052471735,-8.735977,3.0064087,1823,545,84.68882
439,21.95,-0.12901498,0.051249877,-7.3920135,2.9364014,1738,549,84.68882
440,22.0,-0.13993634,0.052391835,-8.017761,3.0018308,1762,550,82.08497
441,22.05,-0.11982361,0.053142313,-6.865387,3.04483,1692,548,82.044914
442,22.1,-0.1277308,0.044186905,-7.3184357,2.531723,1720,577,82.044914
443,22.15,-0.14556919,0.048933722,-8.3405,2.8036957,1782,561,82.044914
444,22.2,-0.13258761,0.02586329,-7.59671,1.4818573,1736,636,82.044914
445,22.25,-0.1311242,0.022715166,-7.5128627,1.301483,1731,646,82.044914
446,22.3,-0.12646474,0.0146676265,-7.2458954,0.84039307,1715,672,82.044914
447,22.35,-0.14042103,0.033826407,-8.045532,1.9381102,1764,610,82.044914
448,22.4,-0.13984792,-0.006155897,-8.012695,-0.35270688,1777,740,84.68882
449,22.45,-0.14175634,0.024951955,-8.12204,1.4296416,1784,636,84.68882
450,22.5,-0.14596094,0.018665032,-8.362946,1.0694275,1799,657,84.68882
451,22.55,-0.12844,-0.020861074,-7.359069,-1.1952515,1736,789,84.68882
452,22.6,-0.10554374,0.0050474894,-6.0472107,0.28919983,1654,703,84.68882
453,22.65,-0.11746459,0.009309346,-6.7302246,0.5333862,1684,689,82.08497
454,22.7,-0.12837848,0.028041223,-7.3555446,1.6066437,1722,629,82.044914
455,22.75,-0.13885775,0.041005757,-7.9559627,2.3494565,1758,587,82.044914
456,22.8,-0.114637375,0.04413497,-6.5682373,2.5287473,1687,572,84.68882
457,22.85,-0.111115076,0.042010836,-6.3664246,2.4070435,1674,579,84.68882
458,22.9,-0.12918356,0.025963426,-7.4016724,1.4875946,1739,633,84.68882
459,22.95,-0.10095591,0.033951044,-5.7843475,1.9452515,1638,606,84.68882
460,23.0,-0.108785346,0.036195822,-6.2329407,2.0738678,1666,599,84.68882
461,23.05,-0.11348848,0.01924933,-6.5024104,1.1029053,1669,657,81.92512
462,23.1,-0.11532633,0.025551168,-6.607712,1.463974,1689,634,84.68882
463,23.15,-0.12094267,0.021320203,-6.929504,1.2215576,1695,651,81.92512
464,23.2,-0.13014549,0.011129084,-7.456787,0.63764954,1742,682,84.68882
465,23.25,-0.11203013,-0.0033696978,-6.4188533,-0.19306946,1677,731,84.68882
466,23.3,-0.12376269,0.034263432,-7.091079,1.9631499,1719,605,84.68882
467,23.35,-0.11299846,0.033335853,-6.4743347,1.9100035,1681,608,84.68882
468,23.4,-0.13851075,0.040356744,-7.936081,2.3122709,1757,589,82.044914
469,23.45,-0.1263891,0.033708163,-7.241562,1.9313353,1715,611,82.044914
470,23.5,-0.113177694,0.0048421593,-6.484604,0.27743527,1669,704,82.044914
471,23.55,-0.11073185,-2.1305289e-06,-6.344467,-0.000122070305,1660,720,82.044914
472,23.6,-0.123652704,0.029248966,-7.084778,1.6758422,1719,622,84.68882
473,23.65,-0.12163642,0.030781882,-6.969253,1.7636719,1712,617,84.68882
474,23.7,-0.11798709,-0.009902433,-6.760162,-0.56736755,1699,752,84.68882
475,23.75,-0.14001118,0.02078757,-8.022049,1.19104,1778,650,84.68882
476,23.8,-0.13557248,0.0336296,-7.76773,1.926834,1747,611,82.044914
477,23.85,-0.13850889,0.030283604,-7.935974,1.7351226,1757,622,82.044914
478,23.9,-0.14265755,0.027456924,-8.173675,1.5731658,1772,631,82.044914
479,23.95,-0.15094957,0.009614012,-8.648772,0.5508423,1801,688,82.044914
480,24.0,-0.08327571,-0.0490525,-4.7713466,-2.810501,1565,878,82.044914
481,24.05,-0.08708937,-0.049731605,-4.989853,-2.849411,1579,880,82.044914
482,24.1,-0.08463926,-0.05358786,-4.849472,-3.070358,1570,893,82.044914
483,24.15,-0.08280434,-0.05060113,-4.744339,-2.899231,1564,883,82.044914
484,24.2,-0.08382433,-0.050312176,-4.80278,-2.8826752,1567,882,82.044914
485,24.25,-0.0958461,-0.046925962,-5.4915767,-2.6886594,1609,871,82.044914
486,24.3,-0.08396122,-0.03708239,-4.810623,-2.1246643,1568,839,82.044914
487,24.35,-0.0711104,-0.054545004,-4.0743256,-3.1251984,1523,895,81.92512
488,24.4,-0.06644641,-0.050977696,-3.8070986,-2.9208066,1507,884,81.92512
489,24.45,-0.085391864,-0.07456851,-4.8925934,-4.2724605,1572,960,81.92512
490,24.5,-0.07619118,-0.05788674,-4.3654327,-3.3166656,1541,906,81.92512
491,24.55,-0.06771727,-0.06085004,-3.8799136,-3.4864502,1512,916,81.92512
492,24.6,-0.06595772,-0.06874684,-3.7790987,-3.9389038,1513,949,84.68882
493,24.65,-0.066215776,-0.07267846,-3.7938843,-4.164169,1514,962,84.68882
494,24.7,-0.078155525,-0.08157928,-4.4779816,-4.6741486,1556,992,84.68882
495,24.75,-0.080118276,-0.08576843,-4.590439,-4.914169,1563,1006,84.68882
496,24.8,-0.07831532,-0.07554642,-4.487137,-4.3284907,1548,964,82.044914
497,24.85,-0.11936875,-0.06313769,-6.839325,-3.617523,1690,924,82.044914
498,24.9,-0.07581301,-0.05701615,-4.3437653,-3.2667844,1540,904,82.044914
499,24.95,-0.09928532,-0.069568425,-5.6886296,-3.985977,1621,944,82.044914
500,25.0,-0.08346027,-0.07040466,-4.781921,-4.03389,1566,947,82.044914
501,25.05,-0.061993863,-0.07204517,-3.5519865,-4.127884,1492,952,82.044914
502,25.1,-0.06179999,-0.09555982,-3.5408783,-5.475174,1491,1028,81.92512
503,25.15,-0.052055217,-0.09096534,-2.9825442,-5.21193,1458,1014,82.044914
504,25.2,-0.07687108,-0.10271627,-4.4043884,-5.885208,1551,1062,84.557076
505,25.25,-0.08337559,-0.106069714,-4.777069,-6.077347,1575,1074,84.557076
506,25.3,-0.058844678,-0.092001036,-3.3715515,-5.2712708,1481,1017,82.044914
507,25.35,-0.09018156,-0.100897856,-5.167022,-5.781021,1589,1046,81.92512
508,25.4,-0.06091422,-0.10300016,-3.4901273,-5.901474,1488,1053,82.044914
509,25.45,-0.05848728,-0.09819049,-3.3510742,-5.6259003,1480,1037,82.044914
510,25.5,-0.05606487,-0.09107851,-3.2122803,-5.2184143,1472,1014,82.044914
511,25.55,-0.05501931,-0.10281054,-3.1523743,-5.8906097,1468,1053,82.044914
512,25.6,-0.056760486,-0.10167044,-3.2521362,-5.8252864,1474,1049,82.044914
513,25.65,-0.04667616,-0.08975386,-2.6743467,-5.142517,1440,1010,82.044914
514,25.7,-0.06035043,-0.09993086,-3.4578247,-5.725616,1486,1043,81.92512
515,25.75,-0.0854968,-0.0851426,-4.8986053,-4.878311,1573,995,81.92512
516,25.8,-0.060174927,-0.117009185,-3.4477692,-6.704132,1486,1098,81.92512
517,25.85,-0.059526443,-0.12103375,-3.4106138,-6.934723,1483,1112,81.92512
518,25.9,-0.05688459,-0.1251566,-3.2592468,-7.170944,1474,1125,81.92512
519,25.95,-0.04937714,-0.1154246,-2.8291016,-6.6133423,1449,1093,81.92512
520,26.0,-0.04642103,-0.122816205,-2.6597288,-7.03685,1438,1117,81.92512
521,26.05,-0.054930363,-0.123984806,-3.1472778,-7.1038055,1468,1121,81.92512
522,26.1,-0.0699165,-0.12370171,-4.0059204,-7.0875854,1519,1120,81.92512
523,26.15,-0.063679375,-0.1262096,-3.6485593,-7.231277,1498,1128,81.92512
524,26.2,-0.090893425,-0.13944072,-5.2078094,-7.989364,1602,1187,84.68882
525,26.25,-0.061253507,-0.16963644,-3.5095673,-9.719452,1496,1290,84.68882
526,26.3,-0.051871452,-0.16625157,-2.9720151,-9.525513,1463,1279,84.68882
527,26.35,-0.107274264,-0.13230719,-6.1463623,-7.580643,1660,1163,84.68882
528,26.4,-0.13350001,-0.12837236,-7.648987,-7.3551936,1754,1150,84.68882
529,26.45,-0.11780041,-0.080567814,-6.749466,-4.6161957,1698,989,84.68882
530,26.5,-0.11930483,-0.098495156,-6.835663,-5.6433563,1703,1049,84.68882
531,26.55,-0.07846206,-0.10378046,-4.4955444,-5.9461823,1549,1056,82.044914
532,26.6,-0.08856822,-0.11506881,-5.074585,-6.5929565,1584,1093,82.044914
533,26.65,-0.09074562,-0.110315055,-5.199341,-6.3205867,1591,1077,82.044914
534,26.7,-0.077781886,-0.10889959,-4.4565735,-6.2394867,1547,1072,82.044914
535,26.75,-0.064004555,-0.109810926,-3.6671908,-6.2917023,1499,1075,82.044914
536,26.8,-0.05029726,-0.10787321,-2.8818207,-6.1806793,1452,1069,82.044914
537,26.85,-0.07423589,-0.11553139,-4.2534027,-6.619461,1543,1106,84.68882
538,26.9,-0.07293946,-0.11971708,-4.179123,-6.859283,1538,1120,84.68882
539,26.95,-0.08062588,-0.1225403,-4.619522,-7.021042,1565,1130,84.68882
540,27.0,-0.07938351,-0.11893864,-4.54834,-6.8146815,1561,1118,84.68882
541,27.05,-0.07491393,-0.12403114,-4.2922516,-7.1064606,1545,1135,84.68882
542,27.1,-0.092176005,-0.11780813,-5.281296,-6.7499084,1606,1114,84.68882
543,27.15,-0.06925817,-0.13254659,-3.9682004,-7.59436,1525,1164,84.68882
544,27.2,-0.085906915,-0.14031078,-4.9221034,-8.039215,1584,1190,84.68882
545,27.25,-0.07514962,-0.13513705,-4.3057556,-7.742782,1537,1158,82.044914
546,27.3,-0.07056285,-0.13383636,-4.042953,-7.668258,1522,1154,82.044914
547,27.35,-0.035162516,-0.12125585,-2.0146637,-6.9474483,1400,1113,82.044914
548,27.4,-0.0573573,-0.121443875,-3.286331,-6.958221,1476,1113,82.044914
549,27.45,-0.0663239,-0.13642256,-3.8000793,-7.8164363,1507,1163,82.044914
550,27.5,-0.056010272,-0.1312555,-3.209152,-7.5203853,1472,1146,82.044914
551,27.55,-0.050324425,-0.12880406,-2.883377,-7.3799286,1452,1138,82.044914
552,27.6,-0.044176783,-0.10378818,-2.5311432,-5.9466243,1431,1055,81.92512
553,27.65,-0.040767137,-0.1182108,-2.3357847,-6.7729797,1424,1115,84.68882
554,27.7,-0.02889583,-0.10629928,-1.655609,-6.0905,1382,1075,84.68882
555,27.75,-0.020336432,-0.118341036,-1.1651917,-6.7804418,1351,1116,84.68882
556,27.8,0.017891383,-0.11897566,1.0251007,-6.816803,1218,1105,82.044914
557,27.85,-0.025674738,-0.1259915,-1.4710541,-7.2187805,1367,1128,82.044914
558,27.9,-0.027970647,-0.13796613,-1.6026,-7.904876,1375,1168,82.044914
559,27.95,-0.020344686,-0.14723606,-1.1656646,-8.436005,1349,1198,82.044914
560,28.0,-0.031638354,-0.1459961,-1.812744,-8.36496,1388,1193,81.92512
561,28.05,-0.029748043,-0.14714818,-1.7044373,-8.430969,1381,1197,81.92512
562,28.1,-0.048425324,-0.1502473,-2.7745667,-8.608536,1445,1207,81.92512
563,28.15,-0.029584259,-0.1567731,-1.6950531,-8.982437,1384,1246,84.68882
564,28.2,-0.02004961,-0.16246454,-1.1487579,-9.308532,1348,1249,82.08497
565,28.25,-0.021886924,-0.1563217,-1.2540283,-8.9565735,1355,1229,82.08497
566,28.3,-0.020182235,-0.15667856,-1.1563568,-8.977019,1349,1230,82.08497
567,28.35,-0.020319387,-0.1581497,-1.1642151,-9.06131,1349,1234,82.044914
568,28.4,-0.02203606,-0.15749694,-1.2625732,-9.02391,1357,1249,84.68882
